,0,1,2,
806,진짜 패 죽여도 시원치 않을 쿵쾅이들임,1,"['진짜', '패', '어', '죽이', '어도', '시원', '하', '지', '않', '을', '쿵쾅', '이', '들이', 'ᆷ']","패,어,죽이,쿵쾅이,"
807,일본 구출 작전 실패해서 수구꼴통 늑다리 틀딱들은 안 좋아 할 것 같네.,1,"['일본', '구출', '작전', '실패', '하', '어서', '수구', '꼴통', '늑', '다리', '틀딱', '들', '은', '안', '좋', '어', '하', 'ᆯ', '것', '같', '네', '.']","수구,꼴통,늙,늑,다리,틀딱,"
808,넌 어떤 스타일이 젤 극혐이야? 나는 내로남불 싹수없는 련들이 젤 싫음,1,"['너', 'ᆫ', '어떤', '스타일', '이', '젤', '극혐', '이', '야', '?', '나', '는', '나', '의', '로', '남', '불', '싹수', '없', '는', '련', '들', '이', '젤', '싫', '음']","싹수,없,는,련,"
810,그건 기본 중의 기본이잖아 넌 느금마한테 기본예절도 안 배웠냐?아 엄마 없지,1,"['그거', 'ᆫ', '기본', '중', '의', '기본', '이', '지', '않', '어', '너', 'ᆫ', '느금마', '한테', '기본', '예절', '도', '안', '배우', '었', '냐', '?', '아', '엄마', '없', '지']","느금마,"
811,안그래도 어제는 옆집 할매보고 앂년이라고 난리난리가 났엇습니다.,1,"['안', '그래도', '어제', '는', '옆집', '할매', '보', '고', '앂년', '이', '라고', '난리', '난리', '가', '나', '었', '엇', '습니다', '.']","씹년,난리,"
812,아니 OO랑 사귀냐고 줜나 못생긴 샛기가 우리 언니를 ㅠㅠ,1,"['아니', 'OO', '랑', '사귀', '냐고', '줜나', '못생기', 'ᆫ', '샛기', '가', '우리', '언니', '를', 'ㅠㅠ']","존나,못생기,"
813,쥘알하네 얼굴이 줮같은데 사랑이 되냐? 협박 당한게 분명해;,1,"['쥘알하', '너', '의', '얼굴', '이', '줮', '같', '은데', '사랑', '이', '되', '냐', '?', '협박', '당하', 'ᆫ', '것', '이', '분명', '하', '어', ';']","지랄,좆,"
814,씝새야 전나 띠꺼운게 머리통 뿌셔버린다,1,"['씝새야', '전', '나', '띠꺼운게', '머리통', '뿌시', '어', '버리', 'ᆫ다']","씹새,"
815,아 또 틀딱들 안듸지냐 이래서 OO이 망하지,1,"['아', '또', '틀', '딱', '들', '안듸지냐', '이렇', '어서', 'OO', '이', '망하', '지']","틀,딱,틀딱,"
816,뵹싄 죤나 어쩌라는거지 ㅋㅋ 그래서 그사람이 니랑 사겨준다디? 걘 너 안좋아해 뵹신련아~,1,"['뵹싄', '죤', '나', '어쩌', '라는', '거', '이', '지', 'ㅋㅋ', '그래서', '그', '사람', '이', '니', '랑', '사겨준다디', '?', '걔', 'ᆫ', '너', '안', '좋', '어', '하', '어', '뵹신련아', '~']","병신,존나,"
817,우리동네에 있는 지적장애인 보면 쌍욕이 나오는데?. 여자들 보며 실실 웃고 같이 놀자며 팔 잡아끌고 감.. 아이면 그러려니 하겠다만 30가까이는 처먹은게 그 짓 하고 댕김.,1,"['우리', '동네', '에', '있', '는', '지', '적', '장애인', '보', '면', '쌍욕', '이', '나오', '는', '데', '?.', '여자', '들', '보', '며', '실실', '웃', '고', '같이', '놀', '자며', '팔', '잡아끌', '고', '가', 'ᆷ', '..', '아이', '면', '그러', '려니', '하', '겠', '다만', '30', '가까이', '는', '처먹', '은', '것', '이', '그', '짓', '하', '고', '댕기', 'ᆷ', '.']","장애인,쌍욕,"
818,니 그 터진 입에 공구리쳐서 막아버리기 전에 입 닫아라.,1,"['니', '그', '터지', 'ᆫ', '입', '에', '공구리', '치', '어서', '막', '어', '버리', '기', '전', '에', '입', '닫', '어라', '.']","공구리,치,어,"
819,개맞듯 매우 처 맞아야,1,"['개', '맞', '듯', '매우', '처', '맞', '어야']","개,맞,듯,"
820,잦밥처럼 뒤에서 그러지말고 ㅋㅋ,1,"['잦밥', '처럼', '뒤', '에서', '그러', '지', '말', '고', 'ㅋㅋ']","좆밥,잦밥,좆,잦,밥,"
821,맞아 진심 못쓸것들이야,1,"['맞', '어', '진심', '못', '쓰', 'ᆯ', '것', '들', '이', '야']","못,쓰,것,들,"
822,부대 보일러실에서 다구리 당해봐야 정신 차릴텐데,1,"['부대', '보일러실', '에서', '다구리', '당하', '어', '보', '어야', '정신', '차리', 'ᆯ', '터', '이', 'ᆫ데']","다구리,당하,보,어야,"
823,반에서 패드립치는 샛기하나 개 팼음,1,"['반', '에서', '패드립치', '는', '샛기', '하나', '개', '패', '었', '음']","패드립치,패드립,새끼,개,패,었,"
824,그 거품 다리 불구 같은 샛기는 언제까지 기대주만 한데? ㅋㅋㅋㅋ,1,"['그', '거품', '다리', '불구', '같', '은', '샛기', '는', '언제', '까지', '기대주', '만', '하', 'ᆫ데', '?', 'ㅋㅋㅋㅋ']","거품,다리,불구,새끼,"
825,통신사 사기꾼들 폭탄 테러나 당해서 다 죽어야해,1,"['통신사', '사기꾼들', '폭탄', '테러', '나', '당하', '어서', '다', '죽', '어야', '하', '어']","사기꾼,폭탄,테러,"
826,아니 내가 뭐 피해준것도 아닌데 왜 헛짓거리이지?,1,"['아니', '나', '가', '뭐', '피해', '주', 'ᆫ', '것', '도', '아니', 'ᆫ데', '왜', '헛', '짓거리', '이', '지', '?']","헛,짓거리,헛짓거리,헛짓,"
828,고졸 ㅅㄲ가 어디서 말을 하노 ㅋㅋ,1,"['고졸', 'ㅅㄲ', '가', '어디', '서', '말', '을', '하', '노', 'ㅋㅋ']","고졸,새끼,고졸새끼,"
829,대체 그런 싸이코 같은 생각을 왜 하노,1,"['대체', '그런', '싸이코', '같', '은', '생각', '을', '왜', '하', '노']","싸이코,"
830,찐따들 본인이 생각해 본적 없는 관점은 태클부터 걸고 보네,1,"['찐따', '들', '본인', '이', '생각', '하', '어', '보', 'ᆫ', '적', '없', '는', '관점', '은', '태클', '부터', '걸', '고', '보', '네']","찐따,태클,"
831,진짜 공산주의 국가 가면 그냥 총살이야 멍청아.,1,"['진짜', '공산주의', '국가', '가', '면', '그냥', '총살', '이야', '멍청', '아', '.']","총살,멍청,아,멍청,이,멍,청,이,멍청이,"
832,내말이 진짜 입에다가 뭐 좀 물려둬야겠어 시끄러워 죽겠어,1,"['나', '의', '말', '이', '진짜', '입', '에다', '가', '뭐', '좀', '물리', '어', '두', '어야', '겠', '어', '시끄럽', '어', '죽', '겠', '어']","물리,어,두,어야,"
833,마즘 나도 개극혐임 이젠 뇌절 수준 그딴것도 음악이냐? 잘갱긴 남돌도 아니고 무슨 뚱댕이들이 불러서 더 극혐임,1,"['마즘', '나', '도', '개극혐임', '이제', 'ᆫ', '뇌', '절', '수준', '그딴', '것', '도', '음악', '이', '냐', '?', '잘', '갱', '길', 'ᆫ', '남', '돌', '도', '아니', '고', '무슨', '뚱댕이', '들', '이', '부르', '어서', '더', '극혐임']","뚱댕이,부르,어서,"
834,담배 재떨이 바닥에 버리는 애들은 진짜 개패고싶다,1,"['담배', '재떨이', '바닥', '에', '버리', '는', '애', '들', '은', '진짜', '개', '패', '고', '싶', '다']","재떨이,바닥,개,패,고,"
836,아 니 개힘들겠다ㅋㅋ 아무것도 모르는 애랑 일하면 진짜 답답해서 못해먹는데... 손님들도 한 질알씩 하셔고,1,"['아', '니', '개', '힘들', '겠', '다', 'ㅋㅋ', '아무것', '도', '모르', '는', '애', '랑', '일', '하', '면', '진짜', '답답', '하', '어서', '못', '하', '어', '먹', '는', '데', '...', '손', '님', '들', '도', '한', '질', '알', '씩', '하', '시', '어', '고']","지랄,지,랄,"
837,그냥 동병상련 느낀다고 해라 이 붕어 자식아,1,"['그냥', '동병상련', '느끼', 'ᆫ다고', '하', '어라', '이', '붕어', '자식', '아']","동병상련,붕어,"
838,쟤는 그냥 뒤지는 게 답이야,1,"['쟤', '는', '그냥', '뒤지', '는', '것', '이', '답', '이', '야']","뒤지,"
840,타노스가 중국인 절반을 없애야 함.,1,"['타노스', '가', '중국인', '절반', '을', '없애', '어야', '하', 'ᆷ', '.']","없애,어야,"
841,절반으로 되겠냐? 다 없애야지,1,"['절반', '으로', '되', '겠', '냐', '?', '다', '없애', '어야지']","없애,어야지,"
842,할일 없는 백수야 아님 댓글 알바야?,1,"['하', 'ᆯ', '일', '없', '는', '백수', '이', '야', '아니', 'ᆷ', '댓글', '알바', '이', '야', '?']","백수,"
843,든든하게 빨아주는 좌빨 개돼지 믿고 날뛰는 거지,1,"['든든', '하', '게', '빨', '어', '주', '는', '좌빨', '개돼지', '믿', '고', '날뛰', '는', '거지']","빨,어,주,는,좌빨,개돼지,개,돼지,"
844,벌레 취급 당하는데도 충성 맹세하는 버러지놈들,1,"['벌레', '취급', '당하', '는', '데', '도', '충성', '맹세', '하', '는', '버러지', '놈', '들']","벌레,취급,충성,맹세,"
845,그런 병약한 쓰레기 몸은 갱생도 불가능하겠다,1,"['그런', '병약', '하', 'ᆫ', '쓰레기', '몸', '은', '갱생', '도', '불', '가능', '하', '겠', '다']","병약,쓰레기,갱생,"
846,카페에서 애들 뛰어다니는 거 보면 한 명씩 잡아서 족치고 싶어,1,"['카페', '에서', '애', '들', '뛰어다니', '는', '거', '보', '면', '한', '명', '씩', '잡', '어서', '족치', '고', '싶', '어']","족치,고,"
847,안 가면 돈 못 벌잖아 그리고 가면 힘드니까 힘들다 말하는 거겠지 리발련아,1,"['안', '가', '면', '돈', '못', '벌', '잖아', '그리고', '가', '면', '힘들', '니까', '힘들', '다', '말', '하', '는', '거', '이', '겠', '지', '리발련', '아']","시발련,시발년,"
848,아니 그걸 왜 나한테 풀어? 내가 만만한가 기분 잣 같네?,1,"['아니', '그거', 'ᆯ', '왜', '나', '한테', '풀', '어', '?', '나', '가', '만만', '하', 'ᆫ가', '기분', '잣', '같', '네', '?']","만만,하,잣,잦,좆,좃,"
849,안 그래도 스트레스 받으니깐 작작해라ㅋㅋ십알,1,"['안', '그렇', '어도', '스트레스', '받', '으니까', 'ᆫ', '작작', '하', '어라', 'ㅋㅋ', '십', '알']","십,알,시발,"
850,OO 사투리 갖고 쥬랄 하는 머갈이들 다 머갈통 후리고 싶다 리발련들,1,"['OO', '사투리', '갖', '고', '쥬랄', '하', '는', '머갈이', '들', '다', '머갈', '통', '후리', '고', '싶', '다', '리', '발', '련', '들']","머갈,통,지랄,대갈,통,대갈통,"
851,그리고 왜 우리가 자기들한테 애교 떨어야 함? 잣 같네 리발,1,"['그리고', '왜', '우리', '가', '자기', '들', '한테', '애교', '떨', '어야', '하', 'ᆷ', '?', '잣', '같', '네', '리', '발']","시발,잣,같,네,"
852,저런 정치병 걸린 인간들은 죽는게 애국이지,1,"['저런', '정치', '병', '걸리', 'ᆫ', '인간', '들', '은', '죽', '는', '것', '이', '애국', '이', '지']","죽,는,"
855,아가리에 똥을 쳐 넣어버리고 싶네,1,"['아가리', '에', '똥', '을', '치', '어', '넣', '어', '버리', '고', '싶', '네']","아가리,똥,넣,어,"
856,보통의 사람들은 그걸 고의라고 한다 빙구야,1,"['보통', '의', '사람', '들', '은', '그거', 'ᆯ', '고의', '이', '라고', '하', 'ᆫ다', '빙구', '야']","빙구,"
857,저 련 얼굴이랑 창작봐라ㅋㅋ 저게 명품이겠냐 그냥 짝퉁사서 쓰는거겠지 십알 짝퉁충은 극혐인데;,1,"['저', '련', '얼굴', '이랑', '창작', '보', '어라', 'ㅋㅋ', '저것', '이', '명품', '이', '겠', '냐', '그냥', '짝퉁', '사', '어서', '쓰', '는', '거', '이', '겠', '지', '십', '알', '짝퉁', '충', '은', '극혐', '이', 'ᆫ데', ';']","련,년,"
859,그런 년들은 안 처맞아봐서 기가 센 거임.,1,"['그런', '년', '들', '은', '안', '처', '맞', '어', '보', '어서', '기', '가', '세', 'ᆫ', '거', '이', 'ᆷ', '.']","맞,어,보,어서,"
860,배빵 몇 대 맞다 보면 순종적인 여자로 변하려나?,1,"['배', '어', '빵', '몇', '대', '맞', '다', '보', '면', '순종', '적', '이', 'ᆫ', '여자', '로', '변하', '려나', '?']","맞,다,보,"
861,진짜 애들 머리 개박살났구나 탱크로 깔아뭉개고싶네,1,"['진짜', '애', '들', '머리', '개', '박살나', '었', '구나', '탱크', '로', '깔아뭉개', '고', '싶', '네']","박살나,깔아뭉개,"
862,"아 그런 인간은 가운데로 망치로 내려 찍어서 거기 부셔버리고, 목을 자르고 팔다리 인수 분해해서, 목은 광화문에 효수하고 나머지 시체는 일본 앞바다에 버려야 함.",1,"['아', '그런', '인간', '은', '가운데', '로', '망치', '로', '내리', '어', '찍', '어서', '거기', '부시', '어', '버리', '고', ',', '목', '을', '자르', '고', '팔다리', '인수', '분해', '하', '어서', ',', '목', '은', '광화문', '에', '효수', '하', '고', '나머지', '시체', '는', '일본', '앞바다', '에', '버리', '어야', '하', 'ᆷ', '.']","망치,부시,내리,어,찍,어서,"
863,"맞어. 그 인간 부모도 막장이던데, 아들 그렇게 가는거 보게하고 눈 뽑아버려서 평생 그것만 기억나게 해야함.",1,"['맞', '어', '.', '그', '인간', '부모', '도', '막장', '이', '던데', ',', '아들', '그렇게', '가', '는', '거', '보', '게', '하', '고', '눈', '뽑', '어', '버리', '어서', '평생', '그것', '만', '기억', '나', '게', '하', '어야', '하', 'ᆷ', '.']","막장,"
864,저런 것들은 그냥 코로나 걸려서 뒤져야 하는데,1,"['저런', '것', '들', '은', '그냥', '코로나', '걸리', '어서', '뒤지', '어야', '하', '는', '데']","뒤지,어야,"
865,여자들 생리대 사는 데 몇 억씩 쓰는 골 빈 데라서,1,"['여자', '들', '생리대', '살', '는', '데', '몇', '억', '씩', '쓰', '는', '골', '비', 'ᆫ', '데라서']","골,비,골빈,"
867,니같은 새기들 꼼수 모를줄 알아? 누굴 ㅂ1ㅅ으로 보나,1,"['니', '같', '은', '새', '기', '들', '꼼수', '모르', 'ᆯ', '줄', '알', '어', '?', '누구', 'ᆯ', 'ㅂ', '1', 'ㅅ', '으로', '보', '나']","꼼수,"
868,야 이샛기야 ㅋㅋ 내 친구도 그런 식으로 전도당해서 돈도 다 날렸어 이 시1발련아,1,"['야', '이샛기야', 'ㅋㅋ', '나', '의', '친구', '도', '그런', '식', '으로', '전', '도당', '하', '어서', '돈', '도', '다', '날리', '었', '어', '이', '시', '1', '발', '련', '아']","시발,시발련,시발련아,시발년아,"
869,나한테 맞아 죽기 싫으면 그냥 조용히 가라.,1,"['나', '한테', '맞', '어', '죽', '기', '싫', '으면', '그냥', '조용히', '가', '어라', '.']","맞,어,죽,기,"
870,진짜 ㅈ찐따같다 와;,1,"['진짜', 'ㅈ', '찐따', '같', '다', '오', '어', ';']","찐따,같,"
871,십선비님 나셨네,1,"['십', '선비', '님', '나', '시', '었', '네']","십,선비,씹,씹선비,"
872,너처럼 좁은 원룸에 사는 거지색기가 무슨 돈으로 강아지를 키우냐.,1,"['너', '처럼', '좁', '은', '원룸', '에', '살', '는', '거', '이', '지', '색', '기', '가', '무슨', '돈', '으로', '강아지', '를', '키우', '냐', '.']","거지,거,지,새,끼,새끼,"
873,교수들 머리에 헤드샷 갈기고 싶음,1,"['교수', '들', '머리', '에', '헤드샷', '갈기', '고', '싶', '음']","헤드샷,갈기,"
874,가족 건들면 가서 그냥 반죽여놔야지 손도끼로 잘근잘근 찢어발긴다,1,"['가족', '건들', '면', '가', '어서', '그냥', '반', '죽이', '어', '놓', '어야지', '손도끼', '로', '잘근잘근', '찢어발기', 'ᆫ다']","손도끼,잘근잘근,"
875,피하면 해결 됨? 저런 애들은 개패듯이 패야 말을 들음,1,"['피하', '면', '해결', '되', 'ᆷ', '?', '저런', '애', '들', '은', '개', '패', '듯이', '패', '어야', '말', '을', '듣', '음']","개,패,듯이,패,"
876,집 값 계속 오르면 바로 진짜 목메단다,1,"['집', '값', '계속', '오르', '면', '바로', '진짜', '목메', '단다']","목메,단다,메달아,매달아,"
877,윗층 사람들 다리를 부러뜨려버려야겠어,1,"['윗층', '사람', '들', '다리', '를', '부러뜨리', '어', '버리', '어야', '겠', '어']","부러뜨리,어,버리,"
878,그런 쓰레기들은 알을 자른다음에 사형시켜버려야 하는데,1,"['그런', '쓰레기', '들', '은', '알', '을', '자르', 'ᆫ', '다음', '에', '사형', '시키', '어', '버리', '어야', '하', '는', '데']","사형,시키어,"
879,그런 것들은 혼자 폐암 걸려 뒤져야 하는데,1,"['그런', '것', '들', '은', '혼자', '폐암', '걸리', '어', '뒤지', '어야', '하', '는', '데']","폐암,걸리,어,뒤지,"
880,한번 확 칼 들고 찾아가 봐,1,"['한번', '확', '칼', '들', '고', '찾아가', '어', '보', '어']","칼,들,고,"
881,니같은 손가락에 지방 ㅈㄴ 낀 샛기들은 3억년을 연습해도 기타 잘 못침 ㅋㅋ,1,"['니', '같', '은', '손가락', '에', '지방', 'ㅈㄴ', '끼', 'ᆫ', '샛기', '들', '은', '3', '억', '년', '을', '연습', '하', '어도', '기타', '잘', '못', '침', 'ㅋㅋ']","지방,"
882,OO는 대체 어느정도로 쓰레기 매국노인거야,1,"['OO', '는', '대체', '어느', '정도', '로', '쓰레기', '매국노', '이', 'ᆫ', '거', '야']","쓰레기,매국노,"
883,옆에 있었음 빰 한 대 갈기고 싶다.,1,"['옆', '에', '있', '었', '음', '빰', '한', '대', '갈기', '고', '싶', '다', '.']","갈기,"
884,근데 그씻팔거를 자꾸 맞으라고 강요해서 줫같은거지,1,"['근데', '그', '씻', '팔', 'ᆯ', '거', '를', '자꾸', '맞', '으라고', '강요', '하', '어서', '줫', '같', '은', '거지']","좆,"
885,공휴일도 다쉬는 공무원들 다 디지뿌라,1,"['공휴일', '도', '다', '쉬', '는', '공무원', '들', '다', '디지뿌라']","디지뿌라,"
886,어디 씨도 안먹힐 소리를 하고있노,1,"['어디', '씨', '도', '안', '먹히', 'ᆯ', '소리', '를', '하', '고', '있', '노']","씨,도,먹히,"
887,아니 딱대괄통인지 왜이리 게임을 모하는거야,1,"['아니', '딱', '대과', 'ᆯ', '통', '이', 'ᆫ지', '왜', '이리', '게임', '을', '모', '하', '는', '거', '야']","대가,통,대갈통,대갈,"
888,진짜 한대 쳐버리고 싶네 개랑 같이 펄펄끓는 솥에 넣어서 보신탕 해버리고싶네,1,"['진짜', '한', '대', '치', '어', '버리', '고', '싶', '네', '개', '랑', '같이', '펄펄', '끓', '는', '솥', '에', '넣', '어서', '보신탕', '하', '어', '버리', '고', '싶', '네']","보신탕,"
890,알면 다행 니 말투가 너무 찐따같아서 한 말이야,1,"['알', '면', '다행', '니', '말투', '가', '너무', '찐따', '같', '어서', '하', 'ᆫ', '말', '이', '야']","찐따,같,"
891,아니 ㅋㅋ죨리 하기싫은데? OO하고 커플 계정 만드는애들 애정 결핍같음 죨라 오글거려,1,"['아니', 'ㅋㅋ', '죨리', '하', '기', '싫', '은데', '?', 'OO', '하고', '커플', '계정', '만들', '는', '애', '들', '애정', '결핍', '같', '음', '죨라', '오글거려']","졸리,졸라,존나,존니,"
892,그런 애들이 헤어지면 서로 칼들고 죽일꺼다 꼭 질알 하더라 OO는 흑역사 생성이지ㅋㅋㅋ,1,"['그런', '애', '들', '이', '헤어지', '면', '서로', '칼', '들', '고', '죽이', 'ᆯ', '꺼', '다', '꼭', '질', '알', '하', '더라', 'OO', '는', '흑역사', '생성', '이', '지', 'ㅋㅋㅋ']","죽이,"
894,죳같은 아침~ 학교 가기 싫어~,1,"['죳', '같', '은', '아침', '~', '학교', '가', '기', '싫', '어', '~']","좆,같,"
896,와 어제 술 취해서 택시 탔는데 그지깽깽이 됐다,1,"['와', '어제', '술', '취하', '어서', '택시', '타', '었', '는', '데', '그지', '깽깽이', '되', '었', '다']","거지,깽깽이,"
897,너네 엄마 토막 내서 치킨으로 팔아버리자 아무것도 못하시는데,1,"['너', '네', '엄마', '토막', '내', '어서', '치킨', '으로', '팔', '어', '버리', '자', '아무것', '도', '못', '하', '시', '는', '데']","토막,팔,어,버리,"
898,청산가리 헛소리했을 때 매장했어야 했는데,1,"['청산가리', '헛', '소리', '하', '었', '을', '때', '매장', '하', '었', '어야', '하', '었', '는데']","청산가리,헛,매장,"
899,가난이 자랑도 아니고 지금 저렇게 살라하면 사람도 죽일놈이 무슨 이제와서 위선이야,1,"['가난', '이', '자랑', '도', '아니', '고', '지금', '저렇게', '살', '라', '하', '면', '사람', '도', '죽이', 'ᆯ', '놈', '이', '무슨', '이제', '오', '어서', '위선', '이', '야']","가난,"
900,싸구려이서면서 그럼어떤곡이 비싼건데?ㅋㅋ후려치기즉당히해라,1,"['싸구려', '이서', '이', '면서', '그럼', '어떤', '곡', '이', '비싸', 'ᆫ', '거', '이', 'ᆫ데', '?', 'ㅋㅋ', '후려치기즉당히해라']","싸구려,비싸,"
901,애들이 요즘 맞질 않아서 그렇다니까 수업할 때 첨부터 빠따를 들고 해야 돼,1,"['애', '들', '이', '요즘', '맞', '지', 'ᆯ', '않', '어서', '그렇', '다니까', '수업', '하', 'ᆯ', '때', '첨', '부터', '빠따', '를', '들', '고', '하', '어야', '되', '어']","빠따,"
902,모르긴 뭘 몰라. 한 번만 더 안 받으면 죽여버린다.,1,"['모르', '기', 'ᆫ', '뭐', 'ᆯ', '모르', '어', '.', '한', '번', '만', '더', '안', '받', '으면', '죽이', '어', '버리', 'ᆫ다', '.']","죽이,어,버리,"
903,야 업자련들 잘 찾아야 함 우리 집 거지 같은 련이 해서 물세고 난리도 아니다,1,"['야', '업자', '련', '들', '잘', '찾', '어야', '하', 'ᆷ', '우리', '집', '거지', '같', '은', '련', '이', '하', '어서', '물', '세', '고', '난리', '도', '아니', '다']","업자,년,들,거지,같,은,"
904,이 발 생각하니까 또 열받네 상련 길에서 만나면 목 찢어서 죽여버릴 거임,1,"['이', '발', '생각', '하', '니까', '또', '열받', '네', '상', '련', '길', '에서', '만나', '면', '목', '찢', '어서', '죽이', '어', '버리', 'ᆯ', '거', '이', 'ᆷ']","상련,샹년,샹련,상련,"
905,쪽바리들 역시 원숭이라 그런지 생각이 없네 저 오염수를 그냥 바다에 버린다고?,1,"['쪽바리', '들', '역시', '원숭이', '이', '라', '그렇', '은지', '생각', '이', '없', '네', '저', '오염수', '를', '그냥', '바다', '에', '버리', 'ᆫ다고', '?']","쪽바리,원숭이,"
906,일본 여행 꾸역꾸역 쳐가서 방사능 스시 맛있다고 쳐먹는 조센징들 노예근성이 더 ㅎㄷㄷ함 ㅋ,1,"['일본', '여행', '꾸역꾸역', '치', '어', '가', '어서', '방사능', '스시', '맛있', '다고', '치', '어', '먹', '는', '조센징', '들', '노예근성', '이', '더', 'ㅎㄷㄷ', '함', 'ㅋ']","조센징,"
907,저런 놈은 몇대 맞아야 정신 차리지.,1,"['저런', '놈', '은', '몇', '대', '맞', '어야', '정신', '차리', '지', '.']","맞,어야,정신,"
909,하... 또 정신병새기 만났네... 그 장애있는 손가락으로 타자는 어케 침?,1,"['하', '...', '또', '정신병', '새', '기', '만나', '었', '네', '...', '그', '장애', '있', '는', '손가락', '으로', '타자', '는', '어', '하', '게', '침', '?']","새,끼,새끼,장애,"
910,아니 5번 연속으로 죽은건 님 어미라니까요??,1,"['아니', '5', '번', '연속', '으로', '죽', '은', '거', 'ᆫ', '님', '어미', '이', '라니까요', '??']","죽,은,어미,"
911,어디사냐? 주먹으로 예절교육 제대로 시켜줄게,1,"['어디', '살', '냐', '?', '주먹', '으로', '예절', '교육', '제대로', '시키', '어', '주', 'ᆯ게']","주먹,"
912,웃기는 샛기네? 니 때문에 지금 다른 팀원들 다 피해보잖아,1,"['웃기', '는', '샛기네', '?', '니', '때문', '에', '지금', '다르', 'ᆫ', '팀원', '들', '다', '피하', '어', '보', '잖아']","피하,어,피해,"
913,"야 끝나고 OO으로 와라, 안 오면 어떻게든 니 주소 찾아내서 죽인다.",1,"['야', '끝나', '고', 'OO', '으로', '오', '어라', ',', '안', '오', '면', '어떻', '게', '든', '니', '주소', '찾아내', '어서', '죽이', 'ᆫ다', '.']","죽이,다,"
914,군대가기 싫어서 연기하는 애들 성기 잘라야해.,1,"['군대', '가', '기', '싫', '어서', '연기', '하', '는', '애', '들', '성기', '자르', '어야', '하', '어', '.']","연기,성기,자르,어야,"
915,진짜 그런 놈들 공개 거세해야해.,1,"['진짜', '그런', '놈', '들', '공개', '거세', '하', '어야', '하', '어', '.']","거세,하,어야,"
916,머리가 딸리냐?,1,"['머리', '가', '딸리', '냐', '?']","딸리,"
917,대깨들은 이것도 쉴드 치겠지 쉴드 칠걸 쳐라,1,"['대깨', '들', '은', '이것', '도', '쉴드', '치', '겠', '지', '쉴드', '치', 'ᆯ', '거', 'ᆯ', '치', '어라']","대깨,"
918,운동을 해라 미련한 뚱땡이 ㅅㄲ야,1,"['운동', '을', '하', '어라', '미련', '하', 'ᆫ', '뚱땡', '이', 'ㅅㄲ', '야']","뚱땡,뚱땡이,"
919,약 먹어도 빠진다던데?? 후기 봐 ㅂ신아,1,"['약', '먹', '어도', '빠지', 'ᆫ다던데', '??', '후기', '보', '어', 'ㅂ', '신아']","병,신,병신,병신아,"
920,너 내려 대머리를 만들어 절간에 던져 버려줄테니.,1,"['너', '내리', '어', '대머리', '를', '만들', '어', '절간', '에', '던지', '어', '버리', '어', '주', 'ᆯ', '터', '이', '니', '.']","대,머,리,대머리,"
921,이것들이 쌍으로 놀고있네..맞을라고.,1,"['이것', '들', '이', '쌍', '으로', '놀', '고', '있', '네', '..', '맞', '을라고', '.']","맞,을라고,"
922,대체 맘충들은 뭘 어쩌라는거냐?,1,"['대체', '맘', '충', '들', '은', '뭐', 'ᆯ', '어쩌', '라는', '거', '이', '냐', '?']","맘,충,맘충,"
924,10여년 키워서 아주 크게 뽑아 먹겠군하.,1,"['10', '여', '년', '키우', '어서', '아주', '크', '게', '뽑', '어', '먹', '겠', '군', '하', '.']","년,"
925,"신도 참, 못생긴 애를 데려가지 왜 그렇게 예쁜 애를 데려갔을까?",1,"['신', '도', '참', ',', '못생기', 'ᆫ', '애', '를', '데려가', '지', '왜', '그렇', '게', '예쁘', 'ᆫ', '애', '를', '데려가', '었', '을까', '?']","못생기,"
926,너같은 정신이상한 애를 데려갔어야 했던 것 같아,1,"['너', '같', '은', '정신', '이', '상하', 'ᆫ', '애', '를', '데려가', '었', '어야', '하', '었', '던', '것', '같', '어']","정신,이,상하,이상하,이상,"
927,"맞아, 내 주변 사람이었으면 이미 목 졸랐을걸",1,"['맞', '어', ',', '나', '의', '주변', '사람', '이', '었', '으면', '이미', '목', '조르', '었', '을걸']","목,조르,"
928,나는 각목으로 내리쳤을 것 같아,1,"['나', '는', '각목', '으로', '내리치', '었', '을', '것', '같', '어']","내리치,"
929,한입충들 말 하는 꼬라지가 진짜 칼로 찔러버리고 싶네,1,"['한', '입', '충', '들', '말', '하', '는', '꼬라지', '가', '진짜', '칼', '로', '찌르', '어', '버리', '고', '싶', '네']","칼,찌르,어,버리,"
930,너 토막내서 비료로 쓰고 싶다 ㅎㅎ,1,"['너', '토막', '내', '어서', '비료', '로', '쓰', '고', '싶', '다', 'ㅎㅎ']","토막,비료,"
931,한남 소추 어디 기어나가노ㅋㅋ?,1,"['한', '남', '소추', '어디', '기어', '나가노', 'ㅋㅋ', '?']","한,남,소추,"
933,요즘 애들도 우리 때처럼 호되게 맞으면서 배워야 정신을 차리지…쯧쯧.,1,"['요즘', '애', '들', '도', '우리', '때', '처럼', '호되', '게', '맞', '으면서', '배우', '어야', '정신', '을', '차리', '지', '…', '쯧쯧', '.']","맞,으면서,"
934,짱개 모조리 뒈지면 짝퉁 사라질려나?ㅋ,1,"['짱', '개', '어', '모조리', '뒈지', '면', '짝퉁', '사라지', 'ᆯ려나', '?', 'ㅋ']","뒈지,돼지,뒤지,되지,짝퉁,"
