,0,1,2,3,
650,눈치 없이 생각나는 대로 막 지껄이는 인간들은 재기해야 함,1,"['눈치', '없이', '생각나', '는', '대로', '막', '지껄이', '는', '인간', '들', '은', '재기', '하', '어야', '하', 'ᆷ']","재기,",
651,재앙이네. 맨날 터지고 급하게 유류세만 쳐 내리지 말고 구입시기 대조해서 상한제같은 거라도 쳐 만들든지 탁상행정 지겹다 뒤질것들,1,"['재앙', '이', '네', '.', '맨날', '터지', '고', '급하', '게', '유류', '세', '만', '치', '어', '내리', '지', '말', '고', '구입', '시기', '대조', '해서', '상한', '제', '같', '은', '거', '이', '라도', '치', '어', '만들', '든지', '탁상', '행정', '지겹', '다', '뒤지', 'ᆯ', '것', '들']","재앙,",
652,우주인 OO 나라 세금으로 우주관광하고 먹튀한 매국노같은 여자.,1,"['우주', '이', 'ᆫ', 'OO', '나라', '세금', '으로', '우주', '관광', '하고', '먹튀', '하', 'ᆫ', '매국노', '같', '은', '여자', '.']","매국노,",
653,응 내가 먼저 너 거를 듯 ㅋㅋ 한녀충아,1,"['응', '나', '가', '먼저', '너', '거르', 'ᆯ', '듯', 'ㅋㅋ', '한녀충아']","한녀,한녀충,",
654,젋은 세대가 많이 쓰는데 나이 많은 개저씨가 웬 젊은 척?,1,"['젋', '은', '세대', '가', '많이', '쓰', '는', '데', '나이', '많', '은', '개저', '씨', '가', '웬', '젊', '은', '척', '?']","개저씨,",
655,난 전기톱으로 사지를 잘라버리고 싶어,1,"['나', 'ᆫ', '전기', '톱', '으로', '사지', '를', '자르', '어', '버리', '고', '싶', '어']","전기톱,",
656,참지 말지 그런 진상은 후뚜려 패야해,1,"['참', '지', '말', '지', '그러', 'ᆫ', '진상', '은', '후뚜려', '패야해']","후뚜려,패야해,",
657,짜피 OO 고아아님? 고아원에서 평생 썩을 운명인데 이러나 저러나 다 똑같음.,1,"['짜피', 'OO', '고아아', '님', '?', '고아원', '에서', '평생', '썩', '을', '운명', '이', 'ᆫ데', '이러', '나', '저러', '나', '다', '똑같', '음', '.']","고아,",
658,"마음 같아서는 머리끄댕이 잡고, 열차 밖으로 던져버리고 싶음",1,"['마음', '같', '어서', '는', '머리끄댕', '이', '잡', '고', ',', '열차', '밖', '으로', '던지', '어', '버리', '고', '싶', '음']","머리끄댕,머리끄댕이,",
659,너부터 목 따줄게,1,"['너', '부터', '목', '따', '어', '주', 'ᆯ게']","목따,",
660,뒤져도 싸다 도로의 무법자 오토방구들,1,"['뒤지', '어도', '싸', '다', '도로', '의', '무법자', '오토', '방구들']","뒤지어도싸,뒤져도싸,",
661,맞지 노땅들은 곧 뒤진다,1,"['맞', '지', '노', '땅', '들', '은', '곧', '뒤지', 'ᆫ다']","노땅,",
662,어휴 한심한 인간아..,1,"['어휴', '한심', '하', 'ᆫ', '인간', '아', '..']","한심,한심한,",
663,그런 쓰레기는 사지를 절단해서 평생 못 움직이게 만들어야 해.,1,"['그런', '쓰레기', '는', '사지', '를', '절단', '하', '어서', '평생', '못', '움직이', '게', '만들', '어야', '하', '어', '.']","사지,절단,사지절단,",
664,사람들 안구테러하지 말고 집 안에서 네 비계로 국이나 끓여먹어,1,"['사람', '들', '안구', '테러', '하', '지', '말', '고', '집', '안', '에서', '네', '비계', '로', '국', '이나', '끓이', '어', '먹', '어']","안구테러,",
665,"님이 게임을 기형아마냥 못해서, 제가 화를 참지 못하고 니 엄마를 죽여버리고 말았어요...",1,"['님', '이', '게임', '을', '기형아', '마냥', '못', '하', '어서', ',', '저', '가', '화', '를', '참', '지', '못하', '고', '니', '엄마', '를', '죽이', '어', '버리', '고', '말', '었', '어요', '...']","기형아,",
666,아 애새끼 아직도 덜 쳐맞아가지고 정신 머리 없는 것 보소,1,"['아', '애새끼', '아직', '도', '덜', '치', '어', '맞', '어', '가지', '고', '정신', '머리', '없', '는', '것', '보', '소']","애새끼,",
667,메갈련들이 하는 짓이 그렇지,1,"['메갈련', '들', '이', '하', '는', '짓', '이', '그렇', '지']","메갈련,",
668,이런 조옷같은 결과물에 제가 월급을 줘야하나요??,1,"['이런', '조', '옷', '같', '은', '결과물', '에', '저', '가', '월급', '을', '주', '어야', '하', '나요', '??']","조옷같은,조옷,",
669,죄다 꼴페미들이야,1,"['죄다', '꼴페미', '들', '이', '야']","꼴페미,",
670,내가 따뜻하게 입든 추워 듸지게 입든 상관 꺼 쉬벨련아 줮창나게 생긴게 유사 남친인 척 잦같네,1,"['나', '가', '따뜻하', '게', '입', '든', '춥', '어', '듸지', '하', '게', '입', '든', '상관', '끄', '어', '쉬벨련아', '줮창', '나', '게', '생기', 'ᆫ', '것', '이', '유사', '남친', '이', 'ᆫ', '척', '잦같네']","쉬벨,쉬벨련,줮창,줮,",
671,걱정은 늙딱 느금마한테 가서 해드려 ㅜ 너랑 대화하는 것도 쥰나 짜증나니까 끄지라,1,"['걱정', '은', '늙딱', '느금마', '한테', '가', '어서', '하', '어', '드리', '어', 'ㅜ', '너', '랑', '대화', '하', '는', '것', '도', '쥰나', '짜증', '나', '니까', '끄지라']","늙딱,쥰나,끄지,끄지라,",
672,차관이나 쫄따구들이나 머리 쓸 줄 몰라,1,"['차관', '이나', '쫄따구', '들', '이나', '머리', '쓰', 'ᆯ', '줄', '모르', '어']","쫄따구,",
673,아니 지가 갑인 줄 아나 저번 주에도 다음 주라며 얼빠진 년아.,1,"['아니', '지', '가', '갑', '이', 'ᆫ', '줄', '알', '나', '저번', '주', '에', '도', '다음', '주', '이', '라며', '얼빠지', 'ᆫ', '년', '아', '.']","얼빠지,얼빠진,년,",
674,조터는 소리 하고 자빠졌네.,1,"['조터', '는', '소리', '하', '고', '자빠지', '었', '네', '.']","조터,조터는,",
675,저런 색기들은 칼침을 놔야는데.,1,"['저렇', '은', '색', '기', '들', '은', '칼', '침', '을', '놓', '어야', '는', '데', '.']","칼침,",
676,너같은 쓰레기랑 왜 만나냐고 뭐라고 하시더라,1,"['너', '같', '은', '쓰레기', '랑', '왜', '만나', '냐고', '뭐', '이', '라고', '하', '시', '더라']","쓰레기,",
677,술 못 먹는다고 분위기 줮창나게 안쳐묵고 뻐팅기는 니같은 련이 더 극혐이다,1,"['술', '못', '먹', '는다고', '분위기', '줮창나게', '안', '치', '어', '묵', '고', '뻐팅기', '는', '니', '같', '은', '련', '이', '더', '극혐', '이', '다']","줮창,련,극혐,",
678,아직도 똥오줌 구별 못하는 우동사리가 있네.,1,"['아직', '도', '똥오줌', '구별', '못', '하', '는', '우동', '사리', '가', '있', '네', '.']","똥오줌,우동사리,",
679,뒤 틀어 막고 독가스 차서 죽는 시늉 좀 했으면 함,1,"['뒤', '틀', '어', '막', '고', '독가스', '차', '어서', '죽', '는', '시늉', '좀', '하', '었', '으면', '하', 'ᆷ']","독가스,",
680,딸배새끼들 모여서 담배피는거 좆같네 ㅋㅋ,1,"['딸배', '새끼', '들', '모이', '어서', '담배', '피', '는', '거', '좆', '같네', 'ㅋㅋ']","딸배,새끼,좆,좆같네,",
681,좀 처웃어 분위기 좆창내지말고,1,"['좀', '처', '웃', '어', '분위기', '좆창', '내', '지', '말', '고']","좆창,",
682,망할 놈들 다 죽여버릴 거야.,1,"['망하', 'ᆯ', '놈', '들', '다', '죽이', '어', '버리', 'ᆯ', '거', '이', '야', '.']","망할,망할놈,",
683,누가봐도 OO방패 삼는거 진짜 십스럽네 ㅋㅋㅋㅋ,1,"['누구', '가', '보', '어도', 'OO', '방패', '삼', '는', '거', '진짜', '십', '스럽', '네', 'ㅋㅋㅋㅋ']","십,십스럽,",
684,"맞아, 통구이들은 틈만 나면 부들부들ㅋㅋㅋ",1,"['맞', '어', ',', '통구이', '들', '은', '틈', '만', '나', '면', '부들부들', 'ㅋㅋㅋ']","통구이,",
685,당장 잡아다가 물고문 시켜버려야해,1,"['당장', '잡', '어다가', '물고문', '시키', '어', '버리', '어야', '하', '어']","물고문,",
686,왜 몸매갖고 구박해. 내 잘못도 아닌데. 넌 낫니. 곰보 주제에.,1,"['왜', '몸매', '갖', '고', '구박', '하', '어', '.', '나', '의', '잘못', '도', '아니', 'ᆫ데', '.', '너', 'ᆫ', '낫', '니', '.', '곰보', '주제', '에', '.']","곰보,",
687,코인충들 진짜 머가리 다 깨버리고 싶네,1,"['코', '이', 'ᆫ', '충', '들', '진짜', '머가리', '다', '깨', '어', '버리', '고', '싶', '네']","코인충,",
688,페미들 길거리에서 참수시켜 버릴까 보다,1,"['페미', '들', '길거리', '에서', '참수', '시키', '어', '버리', 'ᆯ까', '보', '다']","참수,",
689,스마트폰으론 OO만 보는 폐기물들이라서 그래.,1,"['스마트폰', '으로', 'ᆫ', 'OO', '만', '보', '는', '폐기물', '들', '이', '라서', '그렇', '어', '.']","폐기물,",
690,뒈지려고 환장했나? 왜 건물 옥상에서 저러고 자빠졌지??,1,"['뒈지', '려고', '환장', '하', '었', '나', '?', '왜', '건물', '옥상', '에서', '저러', '고', '자빠지', '었', '지', '??']","뒈지,뒈지려고,",
691,싯팔 니 어미디진챙련,1,"['싯팔', '니', '어미디진챙련']","싯팔,어미디진,어미디진챙련,챙련,",
692,하여간 헬창들 유난은 ㅋㅋㅋㅋ,1,"['하여간', '헬창', '들', '유난', '은', 'ㅋㅋㅋㅋ']","헬창,",
693,아 쌉인정 내옆에서 그런다? 바로 머갈히 찢어갈길거임,1,"['아', '쌉', '인정', '나', '의', '옆', '에서', '그러', 'ᆫ다', '?', '바로', '머갈히', '찢', '어', '갈기', 'ᆯ', '거', '이', 'ᆷ']","머갈히,머갈히찢,",
694,니들이 음주차에 치여서 꼭 황천길 가길 빈다,1,"['니', '들', '이', '음주', '차', '에', '치이', '어서', '꼭', '황천', '길', '가', '기', 'ᆯ', '빌', 'ᆫ다']","황천길,",
695,아 이 개 어머련이 꼴받게 하네?,1,"['아', '이', '개', '어머', '련', '이', '꼴', '받', '게', '하', '네', '?']","어머련,개어머련,",
696,ㅋㅋ 편모가정이 뭐야 걍 고아를 만들어버리셈,1,"['ㅋㅋ', '편모', '가정', '이', '뭐', '이', '야', '걍', '고아', '를', '만들', '어', '버리', '셈']","편모가정,고아,",
697,이거 꼴페미들이 남자들 등골 빼먹으려고 쓴 주작 글이다.,1,"['이거', '꼴페미', '들', '이', '남자', '들', '등골', '빼먹', '으려고', '쓰', 'ᆫ', '주작', '글', '이', '다', '.']","꼴페미,등골,",
698,응 그러다 다문화이미지 만들어놓고 짱깨족 수입할거 다알아~,1,"['응', '그러', '다', '다문화', '이미지', '만들', '어', '놓', '고', '짱깨', '족', '수입', '하', 'ᆯ', '거', '다', '알', '어', '~']","짱깨,짱깨족,",
699,아니긴 뭐가아니야 느개미가 아니지,1,"['아니', '기', 'ᆫ', '뭐', '가', '아니', '야', '느개미', '가', '아니', '지']","느개미,",
700,우리나라도 한녀들 다 기관총으로 쏴죽여야하는데,1,"['우리나라', '도', '한', '녀', '들', '다', '기관총', '으로', '쏘', '어', '죽이', '어야', '하', '는', '데']","한녀,쏘어죽이,쏴죽여,",
701,진짜 자꾸 그러면 너 압사시킨다,1,"['진짜', '자꾸', '그러면', '너', '압사', '시키', 'ᆫ다']","압사,",
702,짱퀴들 안잡아죽이나?,1,"['짱퀴', '들', '안', '잡', '어', '죽이', '나', '?']","짱퀴,",
703,애자야?,1,"['애자', '야', '?']","애자,",
704,"수영장도 양말이랑 구두 신고 들어가라, 이 병딱아.",1,"['수영장', '도', '양말', '이랑', '구두', '신고', '들어가', '어라', ',', '이', '병딱', '아', '.']","병딱,",
705,스바 조가치 하네 의리없는놈 꺼지라,1,"['스바', '조', '가치', '하', '네', '의리', '없', '는', '놈', '꺼지', '라']","스바,조가치,꺼지,꺼지라,",
706,킹법갓년들은 몽둥이로 맞아가며 교육을 받아야지 정신차림,1,"['킹법갓', '년', '들', '은', '몽둥이', '로', '맞', '어', '가', '며', '교육', '을', '받', '어야지', '정신', '차리', 'ᆷ']","킹법갓년,몽둥이,",
707,화면 뚫고 저 면상 드릴로 뚫어버리고 싶었다,1,"['화면', '뚫', '고', '저', '면상', '드릴', '로', '뚫', '어', '버리', '고', '싶', '었', '다']","면상,뚫어,",
708,거지샛기도아니고 돈을 왜 이렇게 늦게 갚는거야. 늦을거면 빌릴때 늦는다 말하든가 싯팔련들이,1,"['거지샛기', '도', '아니', '고', '돈', '을', '왜', '이렇', '게', '늦', '게', '갚', '는', '거', '이', '야', '.', '늦', '을', '거', '이', '면', '빌리', 'ᆯ', '때', '늦', '는', '다', '말', '하', '든가', '싯팔련', '들', '이']","거지샛기,거지,싯팔,싯팔련,",
709,씻빨 뵹신련처럼 이랬다 저랬다 하지 말고 걍 아무거나 쳐먹어; 계속 그러면 쥬댕이 개때림,1,"['씻빨', '뵹신련', '처럼', '이렇', '었', '다', '저렇', '었', '다', '하', '지', '말', '고', '걍', '아무거', '나', '치', '어', '먹', '어', ';', '계속', '그러', '면', '쥬댕', '이', '개때림']","씻빨,뵹신,뵹신련,쥬댕이,",
710,"야, 그렇게 똑똑한 남자들이 머리에 총을 맞지 않는 이상 너같은 뇌순녀를 만나주겠냐? ㅋㅋㅋ",1,"['야', ',', '그렇', '게', '똑똑', '하', 'ᆫ', '남자', '들', '이', '머리', '에', '총', '을', '맞', '지', '않', '는', '이상', '너', '같', '은', '뇌순녀', '를', '만나', '어', '주', '겠', '냐', '?', 'ㅋㅋㅋ']","뇌순녀,",
711,학교터뜨려놓고 면상쳐들고 다니는거보면 멘탈은 합격이다 ㅋㅋㅋㅋㅋ,1,"['학교', '터뜨리', '어', '놓', '고', '면상', '쳐들', '고', '다니', '는', '거', '보', '면', '멘탈', '은', '합격', '이', '다', 'ㅋㅋㅋㅋㅋ']","면상,",
712,OO 이런 거만 봐도 조센놈들은 개돼지 맞아.,1,"['OO', '이런', '거', '만', '보', '어도', '조', '세', 'ᆫ', '놈', '들', '은', '개돼지', '맞', '어', '.']","조센놈,개돼지,",
713,"양극화로 가랑이 찢는 거, 이게 조센놈 종특이지.",1,"['양극', '화', '로', '가랑이', '찢', '는', '거', ',', '이것', '이', '조세', 'ᆫ', '놈', '종', '특이', '이', '지', '.']","조센놈,",
714,ㅋㅋ 20만원 가지고 사치 이질알.. 난 또 얼마나 비싼가 했네 개꽁치련 그게 뭐가 비싸 거지색갸,1,"['ㅋㅋ', '20', '만', '원', '가지', '고', '사치', '이질', '알', '..', '나', 'ᆫ', '또', '얼마나', '비싸', 'ᆫ가', '하', '었', '네', '개', '꽁치', '이', '려', 'ᆫ', '그것', '이', '뭐', '가', '비싸', '어', '거지색갸']","거지,거지색갸,색갸,",
715,킥라니는 개념이 없어 치여도 싸,1,"['킥라니', '는', '개념', '이', '없', '어', '치이', '어도', '싸', '어']","개념이없,",
716,유료독자에게 빅엿을 선물하시는구만.,1,"['유료', '독자', '에게', '빅엿', '을', '선물', '하', '시', '는', '구만', '.']","빅엿,엿,",
717,뭐 이런 도른자식가 다있어 진짜,1,"['뭐', '이런', '도른', '자식', '가', '다', '있', '어', '진짜']","도른자,도른자식,",
718,다 단두대에 처형해야지,1,"['다', '단두대', '에', '처형', '하', '어야지']","단두대,",
719,엥? 짱깨 색희가 무슨 잼민이도 안 할 행동을 하네; 극혐이야,1,"['엥', '?', '짱깨', '색희', '가', '무슨', '잼민이', '도', '안', '하', 'ᆯ', '행동', '을', '하', '네', ';', '극혐', '이', '야']","짱깨,잼민이,극혐,",
720,쳐맞으면 고쳐질 텐데?,1,"['치', '어', '맞', '으면', '고치', '어', '지', 'ᆯ', '터', '이', 'ᆫ데', '?']","치어맞,쳐맞,",
721,맞아 근데 지금은 다 족까라그래 졸리면 걍 자는거,1,"['맞', '어', '근데', '지금', '은', '다', '족까', '이', '라', '그렇', '어', '졸리', '면', '걍', '자', '는', '거']","족까라,족까,",
722,만나보면 싹바가지도 없어 오늘도 패려던 거 참았다,1,"['만나', '어', '보', '면', '싹', '바가지', '도', '없', '어', '오늘', '도', '패', '려던', '거', '참', '었', '다']","싹바가지,바가지,",
723,씹돼지새끼\가 어떻게든 먹을 생각만 하고 자빠졌네,1,"['씹', '돼지', '새끼', '가', '어떻', '게', '든', '먹', '을', '생각', '만', '하', '고', '자빠지', '었', '네']","씹돼지,돼지,새끼,",
724,오징어랑 멸치 닮은 한남들밖에 없어서 눈갱이었음 ㅋㅋㅋ,1,"['오징어', '랑', '멸치', '닮', '은', '한', '남', '들', '밖에', '없', '어서', '눌', 'ᆫ', '갱', '이', '었', '음', 'ㅋㅋㅋ']","한남,눈갱,",
725,"그래그래, 이번 기회에 OO도 능지처참해서 박살내버리면 좋을 듯.",1,"['그래그래', ',', '이번', '기회', '에', 'OO', '도', '능지', '처참', '하', '어서', '박살', '내', '어', '버리', '면', '좋', '을', '듯', '.']","능지처참,",
726,너 같은 애는 자궁에 전구를 넣어서 깨야함,1,"['너', '같', '은', '애', '는', '자궁', '에', '전구', '를', '넣', '어서', '깨', '어야', '하', 'ᆷ']","자궁에전구,",
727,벌레들이 월동준비 하려다가 개망신당했구나.,1,"['벌레', '들', '이', '월동', '준비', '하', '려다가', '개망신', '당하', '었', '구나', '.']","벌레,개망신,",
728,OO 샛기들 꼴 좋다. 정권 바뀌면 제거 대상 1호야.,1,"['OO', '샛기', '들', '꼴', '좋', '다', '.', '정권', '바뀌', '면', '제거', '대상', '1', '호', '이', '야', '.']","샛기,",
729,쟤 징징댈 때마다 쟤 머리 오함마로 부시고 싶어,1,"['쟤', '징징', '대', 'ᆯ', '때', '마다', '쟤', '머리', '이', '오', '함마', '로', '부시', '고', '싶', '어']","오함마,",
730,그런 놈들은 얼굴을 인두로 지져야 되는데.,1,"['그런', '놈', '들', '은', '얼굴', '을', '인두', '로', '지지', '어야', '되', '는', '데', '.']","인두,",
731,아니야 앰앱이 보는 앞에서 톱으로 천천히 모가지 썰어줘야 돼ㅋㅋ,1,"['아니야', '앰앱', '이', '보', '는', '앞', '에서', '톱', '으로', '천천히', '모가지', '썰', '어', '주', '어야', '되', '어', 'ㅋㅋ']","앰앱이,앰앱,",
732,진짜 이딴나라에서 살기 싫다 자살해야겠노,1,"['진짜', '이', '딴', '나라', '에서', '살', '기', '싫', '다', '자살', '하', '어야', '겠', '노']","자살,",
733,딸배들은 진짜 길에서 비명횡사하는게 나라를 위한거다.,1,"['딸', '배', '들', '은', '진짜', '길', '에서', '비명횡사', '하', '는', '것', '이', '나라', '를', '위하', 'ᆫ', '거', '이', '다', '.']","딸배,비명횡사,",
734,ㅋㅋ부모님등꼴빨아먹는 불효자들 니들이벌어써 손벌리지말고,1,"['ㅋㅋ', '부모', '님', '등', '꼴', '빨아먹', '는', '불', '효자', '들', '니들', '이', '벌', '어', '쓰', '어', '손', '벌리', '지', '말', '고']","등꼴,불효자,",
735,피해망상 오지네 ㅋㅋ 누가 니같은 돼지ㄴ을 따라가냐?,1,"['피해망상', '오지네', 'ㅋㅋ', '누구', '가', '니', '같', '은', '돼지', 'ㄴ', '을', '따라가', '냐', '?']","돼지놈,",
736,스토커 옹호하는 더러운 새끼네 너도,1,"['스토커', '옹호', '하', '는', '더럽', '은', '새끼', '네', '너', '도']","스토커,새끼,",
737,그러면 내가 돈 주면 샌드백처럼 맞아주려나?,1,"['그러면', '나', '가', '돈', '주', '면', '샌드백', '처럼', '맞', '어', '주', '려나', '?']","샌드백,",
738,오토바이 훔치는 미개한 새끼들 꼭 있더라,1,"['오토바이', '훔치', '는', '미개', '하', 'ᆫ', '새끼', '들', '꼭', '있', '더라']","미개,미개한,새끼,",
739,남자가 병딱 아닌 이상 ㅋㅋ 왜 만나노,1,"['남자', '가', '병', '딱', '아니', 'ᆫ', '이상', 'ㅋㅋ', '왜', '만나', '노']","병딱,",
740,자살하라고!,1,"['자살', '하', '라고', '!']","자살,",
741,왜 내가 너 같은 그지랑 놀았을까? 내 자신한테 너무 미안한데... 부모가 그렇게 그지 처럼 다니라고 가르쳤니?,1,"['왜', '나', '가', '너', '같', '은', '그지', '랑', '놀', '었', '을까', '?', '나', '의', '자신', '한테', '너무', '미안', '하', 'ᆫ데', '...', '부모', '가', '그렇게', '그지', '처럼', '다니', '라고', '가르치', '었', '니', '?']","그지,",
742,그샠히들은 잠도 없나 샹련들 아침에 잠 깨면 진짜 잣 같을 거 같음,1,"['그샠히', '들', '은', '잠', '도', '없', '나', '샹련', '들', '아침', '에', '잠', '깨', '면', '진짜', '잣', '같', '을', '거', '같', '음']","샠히,샹련,잣,",
743,그냥 죽으면 아까우니까 그 전에 청부살인 맡겨서 싫어하는 사람들부터 죽이자.,1,"['그냥', '죽', '으면', '아깝', '으니까', '그', '전', '에', '청부살인', '맡기', '어서', '싫어하', '는', '사람', '들', '부터', '죽이', '자', '.']","청부살인,",
744,진짜 그런련은 개샛끼마냥 목줄달고 일정반경이상 못움직이게해야함,1,"['진짜', '그런', '련', '은', '개샛끼', '마냥', '목줄', '달', '고', '일정', '반경', '이상', '못', '움직이', '게', '하', '어야', '하', 'ᆷ']","개샛끼,",
745,그냥 빵셔틀 시킬까?,1,"['그냥', '빵', '셔틀', '시키', 'ᆯ까', '?']","빵셔틀,",
746,왜? 고기 방패로 쓰면 되잖아,1,"['왜', '?', '고기', '방패', '로', '쓰', '면', '되', '잖아']","고기방패,",
747,머가리에 총질하고 싶네,1,"['머가리', '에', '총', '질', '하', '고', '싶', '네']","머가리,",
748,뭔 말 같지도 않은 소리를 쳐 하냐 게임에 군필을 왜 따짐 장애야,1,"['뭔', '말', '같', '지', '도', '않', '은', '소리', '를', '치', '어', '하', '냐', '게임', '에', '군', '필', '을', '왜', '따지', 'ᆷ', '장애', '야']","장애,장애야,",
749,진짜 신박한 벌레네 니 말이 진짜 말 같다고 생각함?,1,"['진짜', '신', '박', '하', 'ᆫ', '벌레', '네', '니', '말', '이', '진짜', '말', '같', '다고', '생각', '하', 'ᆷ', '?']","벌레,",
750,눈알에 먹물을 더 뽑아서 온몸에 수묵화를 그려주지 뭐.,1,"['눈알', '에', '먹물', '을', '더', '뽑', '어서', '온몸', '에', '수묵화', '를', '그리', '어', '주', '지', '뭐', '.']","눈알,",
751,진짜 뒷통수 한 대 세게 후려치고 싶다,1,"['진짜', '뒷', '통수', '한', '대', '세', '게', '후려치', '고', '싶', '다']","뒷통수,",
752,변태들은 감옥에 쳐넣고 사지를 하나씩 잘라줘야함,1,"['변태', '들', '은', '감옥', '에', '치', '어', '넣', '고', '사지', '를', '하나', '씩', '자르', '어', '주', '어야', '하', 'ᆷ']","변태,사지,",
753,한녀충새끼 들은 좀 넘어가는 게 없네?? 그냥 다 까발리고 그러네,1,"['한녀', '충', '새끼', '들', '은', '좀', '넘어가', '는', '것', '이', '없', '네', '??', '그냥', '다', '까발리', '고', '그러', '네']","한녀,한녀충,새끼,",
754,머가리가 장신구냐 거기서 끼어들 생각을 왜해 진짜 쳐버릴까,1,"['머가리', '가', '장신구', '이', '냐', '거기', '서', '끼어들', 'ᆯ', '생각', '을', '왜', '하', '어', '진짜', '치', '어', '버리', 'ᆯ까']","머가리,",
755,다 거품물고 맞아봐야 정신차리지,1,"['다', '거품', '물', '고', '맞', '어', '보', '어야', '정신', '차리', '지']","거품,거품물,",
756,시뱅ㅋㅋㅋㅋ 곧 감,1,"['시', '뱅', 'ㅋㅋㅋㅋ', '곧', '가', 'ᆷ']","시뱅,",
757,비용 줄이려고 허접한 업체와 계약한 게 문제야,1,"['비용', '줄이', '려고', '허', '어', '접하', 'ᆫ', '업체', '와', '계약', '하', 'ᆫ', '것', '이', '문제', '야']","허접,허접한,",
758,아니 친구 씻빨련이 오늘까지 돈 보낸댔으면서 자꾸 안 보내는거야; 하 진짜 그지본성 죶같네,1,"['아니', '친구', '씻빨련', '이', '오늘', '까지', '돈', '보내', 'ᆫ다', '하', '었', '으면서', '자꾸', '안', '보내', '는', '거', '이', '야', ';', '하', '진짜', '그지', '본성', '죶', '같', '네']","씻빨,씻빨련,그지,죶,",
759,돈 되는 븨웅신흑우들 때문에 더 이런 책이 많이 나오는거지,1,"['돈', '되', '는', '븨웅신흑우들', '때문', '에', '더', '이런', '책', '이', '많이', '나오', '는', '거지']","븨웅신,",
760,제발 틀딱같은 소리하지마세요,1,"['제발', '틀', '딱', '같', '은', '소리', '하', '지', '말', '세요']","틀딱,",
761,어제 치킨 뜯어놓고 그런 말 하는 거 보니 저능아냐?,1,"['어제', '치킨', '뜯', '어', '놓', '고', '그런', '말', '하', '는', '거', '보', '니', '저능아', '이', '냐', '?']","저능아,",
762,사실 듣보잡임ㅋ 집 가서 버릴 예정,1,"['사실', '듣보잡임', 'ㅋ', '집', '가', '어서', '버리', 'ᆯ', '예정']","듣보,듣보잡,",
763,틀딱들 언제 다 뒤지나 싶다,1,"['틀', '딱', '들', '언제', '다', '뒤지', '나', '싶', '다']","틀딱,뒤지,",
764,큰소리를 다 치면서 속은 다 기생충이니까,1,"['크', 'ᆫ', '소리', '를', '다', '치', '면서', '속', '은', '다', '기생충', '이', '니까']","기생충,년,",
765,그 장애인색기 뒤져야대 일진마냥 나대는 꼴이 교통사고로 머리 갈려 뒤졌으면 좋겠음,1,"['그', '장애인', '색', '기', '뒤지', '어야', '대', '어', '일진', '마냥', '나대', '는', '꼴', '이', '교통사고', '로', '머리', '갈리', '어', '뒤지', '었', '으면', '좋', '겠', '음']","장애인,색기,일진,",
766,이슬람 것들을 대할 땐 스탈린이나 짱깨처럼 확실하게 쓸어버려야 뒤끝이 없다.,1,"['이슬람', '것', '들', '을', '대하', 'ᆯ', '때', 'ᆫ', '스탈린', '이나', '짱깨', '처럼', '확실하', '게', '쓸', '어', '버리', '어야', '뒤끝', '이', '없', '다', '.']","짱깨,",
767,전부 잠재적 테러범들인데 독하게 쪼고 밟고 조져 놔야 말 잘 듣지.,1,"['전부', '잠재', '적', '테러', '범', '들', '이', 'ᆫ데', '독하', '게', '쪼', '고', '밟', '고', '조지', '어', '놓', '어야', '말', '잘', '듣', '지', '.']","테러범,",
768,멍청한 애들이나 좋아하는거야,1,"['멍청', '하', 'ᆫ', '애', '들', '이나', '좋아하', '는', '거', '야']","멍청,멍청한,",
769,삽으로 귓꾸녕을 뚫어줄까?,1,"['삽', '으로', '귓꾸녕', '을', '뚫', '어', '주', 'ᆯ까', '?']","귓꾸녕,",
770,그냥 다 뚝배기 깨고싶음 근데 말하는 논리 보면 이미 뚝배기 깨져있는데 본인들만 모름 ㅋㅋ,1,"['그냥', '다', '뚝배기', '깨', '고', '싶', '음', '근데', '말', '하', '는', '논리', '보', '면', '이미', '뚝배기', '깨지', '어', '있', '는', '데', '본인', '들', '만', '모르', 'ᆷ', 'ㅋㅋ']","뚝배기,",
771,니가 우동사리 달고 게임 하니까 그렇지 장식 아니면 좀 써봐라 제발,1,"['니', '가', '우동', '사리', '달', '고', '게임', '하', '니까', '그렇지', '장식', '아니', '면', '좀', '쓰', '어', '보', '어라', '제발']","우동사리,",
772,내말이 아니 그냥 열폭하는거지 머저리들,1,"['나', '의', '말', '이', '아니', '그냥', '열', '폭', '하', '는', '거', '이', '지', '머저리', '들']","머저리,",
773,니 줄건 없는데? 뵹신아,1,"['니', '주', 'ᆯ', '거', 'ᆫ', '없', '는', '데', '?', '뵹신', '아']","뵹신,",
774,진짜 사가지없네 미띤련,1,"['진짜', '사가지', '없', '네', '미띤련']","사가지,싸가지,",
775,저 놈 배우자랑 자식도 포함해서 박멸시켜야 해.,1,"['저', '놈', '배우자', '랑', '자식', '도', '포함', '하', '어서', '박멸', '시키', '어야', '하', '어', '.']","박멸,",
776,맞아 마음 같아서는 머가리 깨버리고싶어.,1,"['맞', '어', '마음', '같', '어서', '는', '머가리', '깨', '어', '버리', '고', '싶', '어', '.']","머가리,머가리깨,",
