,0,1,2,3
349,ÇÏ ÁøÂ¥ ÄÚ·Î³ª °³±×Æ°·Ã ¾ðÁ¦ ³¡³ª³Ä.. ´ºÆäÀÌ½º ”IÀÌ·Ãµé ¸Ô°í½Í¾î¼­ ³» ²¿Ä¡°¡ ¾û¾û ¿î´Ù,2,"['ÇÏ', 'ÁøÂ¥', 'ÄÚ·Î³ª', '°³±×Æ°·Ã', '¾ðÁ¦', '³¡', '³ª', '³Ä', '..', '´º', 'ÆäÀÌ½º', '”IÀÌ·Ã', 'µé', '¸Ô', '°í', '½Í', '¾î¼­', '³ª', 'ÀÇ', '²¿Ä¡', '°¡', '¾û¾û', '¿ï', '?´Ù']","”IÀÌ·Ã,"
350,¾Æ´Ï.. ·ë¸ÁÁÖ ÀÝ¾Æ ÀÎ»ýÀÌ ´Ù º¸¿©,2,"['¾Æ´Ï', '..', '·ë', '¸Á', 'ÁÖ', 'Áö', '¾Ê', '¾î', 'ÀÎ»ý', 'ÀÌ', '´Ù', 'º¸ÀÌ', '¾î']","·ë,·ë¸ÁÁÖ,"
351,»çÁø¿¡ Á¥ÀÌ »§»§ÇÑ°Ô °¡½¿ÇÑ¹ø »¡¾ÆÁÖ°í ½ÍÀºµ¥ ½Ã°£Á» ³»ºÁ¿ä,2,"['»çÁø', '¿¡', 'Á¥', 'ÀÌ', '»§»§ÇÏ', '?', '°Í', 'ÀÌ', '°¡½¿', 'ÇÑ', '¹ø', '»¡', '¾î', 'ÁÖ', '°í', '½Í', 'Àºµ¥', '½Ã°£', 'Á»', '³»', '¾î', 'º¸', '¾î¿ä']","Á¥,»§»§ÇÏ,»¡,"
352,´Ùµé ½º½Ã³à ¸¸³ªÀÚ,2,"['´Ù', 'µé', '½º½Ã³à', '¸¸³ª', 'ÀÚ']","½º½Ã³à,"
353,½º¼½ ÇÏ°í ½ÍÀ»¶§ ¸øº¸´Â°Ô ¹«½¼ Ä¿ÇÃÀÌ¾ß¤»¤» ·Õµð ÇÒ²¨¸é ¾ÖÃÊ¿¡ ¿¬¾Ö¸¦ ¾ÈÇÏ´Â°Ô Á¤´äÀÌÁö,2,"['½º¼½', 'ÇÏ', '°í', '½Í', 'À»', '¶§', '¸ø', 'º¸', '´Â', '°Í', 'ÀÌ', '¹«½¼', 'Ä¿ÇÃ', 'ÀÌ¾ß', '¤»¤»', '·Õµð', 'ÇÏ', '?', '²¨', 'ÀÌ', '¸é', '¾ÖÃÊ', '¿¡', '¿¬¾Ö', '¸¦', '¾È', 'ÇÏ', '´Â', '°Í', 'ÀÌ', 'Á¤´ä', 'ÀÌ', 'Áö']","½º¼½,"
354,ÀÌ ¸ðµç°Ô ´Ù ÇÑ³²µéÀÌ ½º½º·Î º¸»¡·¯¸¦ ÀÚÃ³ÇØ¼­ ±×·³.,2,"['ÀÌ', '¸ðµç', '°Í', 'ÀÌ', '´Ù', 'ÇÏ', '?', '³²', 'µé', 'ÀÌ', '½º½º·Î', 'º¸»¡·¯', '¸¦', 'ÀÚÃ³', 'ÇÏ', '¾î¼­', '±×·³', '.']","º¸»¡·¯,"
355,±×·¸°Ô ¸ðµç °É ¹ÙÃÄ ¸¸³­ ¿©ÀÚ´Â °¡Àå ºû³¯ ¶§ ¼½ÆÄ¿¡°Ô °øÂ¥·Î ´ëÁáÀ» °Å¾ß,2,"['±×·¸', '°Ô', '¸ðµç', '°Å', '?', '¹ÙÄ¡', '¾î', '¸¸³ª', '?', '¿©ÀÚ', '´Â', '°¡Àå', 'ºû³ª', '?', '¶§', '¼½ÆÄ', '¿¡°Ô', '°øÂ¥', '·Î', '´ë', '¾î', 'ÁÖ', '¾ú', 'À»', '°Å', '¾ß']","¼½ÆÄ,"
356,Àú·± ¸ö¸Å Á×ÀÌ´Â ¿©ÀÚµé Ç×¹®¿¡¼± ¶óº¥´õ Çâ ³¿»õ°¡ ³¯±î?,2,"['Àú·±', '¸ö¸Å', 'Á×ÀÌ', '´Â', '¿©ÀÚ', 'µé', 'Ç×¹®', '¿¡¼­', '?', '¶óº¥´õ', 'Çâ', '³¿»õ', '°¡', '³ª', '?±î', '?']",Ç×¹®
357,¹­¾î³õ°í µôµµ ¹Ú¾Æ³ÖÀ¸¸é Âï¼Ò¸®µµ ¸øÇÒ °ÍµéÀÌ ±îºÒ¾î,2,"['¹­', '¾î', '³õ', '°í', 'µôµµ', '¹Ú', '¾î', '³Ö', 'À¸¸é', 'Âï¼Ò¸®', 'µµ', '¸ø', 'ÇÏ', '?', '°Í', 'µé', 'ÀÌ', '±îºÒ', '¾î']","µôµµ,"
358,±×°Å ´Ù ¹ÚÈ÷°í ½Í¾î¼­ ¾Ó¾Ó°Å¸®´Â °ÅÀÝ¾Æ,2,"['±×°Å', '´Ù', '¹ÚÈ÷', '°í', '½Í', '¾î¼­', '¾Ó', '¾Ó', '°Å¸®', '´Â', '°Å', 'ÀÝ¾Æ']","¹ÚÈ÷,¾Ó,¾Ó¾Ó,"
359,´Ï³× ¾ö¸¶µµ ´Ï³× »ïÃÌÇÑÅ× ¹ú¸²?,2,"['´Ï', '³×', '¾ö¸¶', 'µµ', '´Ï', '³×', '»ïÃÌ', 'ÇÑÅ×', '¹ú¸®', '?', '?']","¹ú¸®,"
360,Á¤¸» °¡½¿À¸·Î »ç¶ûÇÏ°Ô µÇ´Â ¿¬¿¹ÀÎ »¡µü ¼±´Ù~,2,"['Á¤¸»', '°¡½¿', 'À¸·Î', '»ç¶û', 'ÇÏ', '°Ô', 'µÇ', '´Â', '¿¬¿¹ÀÎ', '»¡', 'µü', '¼­', '?´Ù', '~']","»¡,µü,»¡µü,"
361,ÁøÂ¥ ¿©ÀÚºÎ»ç°üµéÀº ´Ù Çã¹ú ÀÎÁõ¾Æ´Ô?,2,"['ÁøÂ¥', '¿©ÀÚ', 'ºÎ»ç°ü', 'µé', 'Àº', '´Ù', 'Çã', '¾î', '¹ú', 'ÀÎÁõ', '¾Æ´Ï', '?', '?']","Çã,¹ú,Çã¹ú,"
362,¿©ÀÚ´ãÀÓ¾Æ³Ä? ¹Ù·Î ¹þ°Ü¼­ Ã¤ÂïÀ¸·Î ÀÀÂ¡ÇØÁà¾ß ÁÖÀÎÀ» ¾Ë¾Æº½ ³ë¿¹³â,2,"['¿©ÀÚ', '´ãÀÓ', '¾Ë', '³Ä', '?', '¹Ù·Î', '¹þ±â', '¾î¼­', 'Ã¤Âï', 'À¸·Î', 'ÀÀÂ¡', 'ÇÏ', '¾î', 'ÁÖ', '¾î¾ß', 'ÁÖÀÎ', 'À»', '¾Ë¾Æº¸', '?', '³ë¿¹³â']","³ë¿¹³â,"
363,±Ùµ¥ ÀÚÁý¾ÖµéÀº ¿¹»Û ²ÉÃ³·³ Áý¿¡ °¡¸¸È÷ ÀÖ´Â °Ô ¹Ì´öÀÌ±ä ÇØ,2,"['±Ùµ¥', 'ÀÚ', 'Áý', '¾Ö', 'µé', 'Àº', '¿¹»Ú', '?', '²É', 'Ã³·³', 'Áý', '¿¡', '°¡¸¸È÷', 'ÀÖ', '´Â', '°Í', 'ÀÌ', '¹Ì´ö', 'ÀÌ', '±â', '?', 'ÇÏ', '¾î']","ÀÚÁý,"
364,´©³ª Á£°¡½¿º¸´Ï ¼û¼Ò¸®°¡ Àý·Î °ÅÄ¥¾îÁö³×¿ä,2,"['´©³ª', 'Á£', '°¡½¿', 'º¸', '´Ï', '¼û¼Ò¸®', '°¡', 'Àý·Î', '°ÅÄ¥', '¾î', 'Áö', '³×¿ä']","Á£,°¡½¿,Á£°¡½¿,"
365,±ÙÄ£»ó°£µµ ¾Æ´Ï°í Àú·±°É ¿Ö Âï¾î,2,"['±ÙÄ£', '»ó°£', 'µµ', '¾Æ´Ï', '°í', 'Àú·±', '°Å', '?', '¿Ö', 'Âï', '¾î']","±ÙÄ£,»ó°£,"
366,³» ÁêÁö°¡ Ãµ±¹À» ¸Àº¸°Ú±¸¸¸,2,"['³ª', 'ÀÇ', 'ÁêÁö', '°¡', 'Ãµ±¹', 'À»', '¸Àº¸', '°Ú', '±¸¸¸']","ÁêÁö,"
367,°ËµÕÀÌ°¡ ¹é¸¶¿¡ Ç«Ç« ¹Ú¾Æ¼­ ÇÒ »ý°¢¿¡ ½Ì±Ûº¡±ÛÇÏ³×,2,"['°ËµÕÀÌ', '°¡', '¹é¸¶', '¿¡', 'Ç«Ç«', '¹Ú', '¾î¼­', 'ÇÏ', '?', '»ý°¢', '¿¡', '½Ì±Ûº¡±Û', 'ÇÏ', '³×']","Ç«Ç«,¹Ú,¹é¸¶,"
368,OO¶û Ã»¿Í´ë¿¡¼­ ¶± Ä£ ³²ÀÚµéÀº ´©±¼±î?,2,"['OO', '¶û', 'Ã»¿Í´ë', '¿¡¼­', '¶±', 'Ä¡', '?', '³²ÀÚ', 'µé', 'Àº', '´©±¸', 'ÀÌ', '?±î', '?']","¶±,¶±Ä£,"
369,Á¹»çµþÀÌ¶ó°í µé¾îºÃ´Ï?,2,"['Á¹»çµþ', 'ÀÌ', '¶ó°í', 'µè', '¾î', 'º¸', '¾ú', '´Ï', '?']","Á¹»çµþ,"
370,¹éÆÈ½Ê¿¡ ÄÚ Å« ³²ÀÚ ¼½ÆÄ ±¸ÇÕ´Ï´Ù.,2,"['¹éÆÈ½Ê', '¿¡', 'ÄÚ', 'Å©', '?', '³²ÀÚ', '¼½ÆÄ', 'ÀÌ', '±¸', 'ÇÏ', '?´Ï´Ù', '.']","¼½ÆÄ,"
371,Áö±Ý ¶±Ä¡°í ÀÖ´Â°ÅÁö Å¬¸® »¡·Á¼­ ÁúÁúÂ¥´À¶ó ¼Ò¸®Áö¸£´Â°Å¾ß,2,"['Áö±Ý', '¶±', 'Ä¡', '°í', 'ÀÖ', '´Â', '°Å', 'ÀÌ', 'Áö', 'Å©', '?', '¸®', '»¡¸®', '¾î¼­', 'ÁúÁú', 'Â¥', '´À¶ó', '¼Ò¸®', 'Áö¸£', '´Â', '°Å', '¾ß']","¶±,Å¬¸®,ÁúÁú,"
372,±Ùµ¥ ±× ¿ÍÁß¿¡ ¾Öµé ¿Ê ÀÔÀº °Å ¸Ó²ÃÀÌ³×.,2,"['±Ùµ¥', '±×', '¿ÍÁß', '¿¡', '¾Ö', 'µé', '¿Ê', 'ÀÔ', 'Àº', '°Å', '¸Ó²Ã', 'ÀÌ', '³×', '.']","¸Ó²Ã,"
373,È¦µü ¹þ°Ü¹ö¸®Áö ±×·¨¾î,2,"['È¦µü', '¹þ±â', '¾î', '¹ö¸®', 'Áö', '±×·¸', '¾ú', '¾î']","È¦µü,¹þ±â,"
374,¶Ç È­Àå½Ç¿¡¼­ µû¸Ô¾ú´ë,2,"['¶Ç', 'È­Àå½Ç', '¿¡¼­', 'µû¸Ô', '¾ú', '´ë']","µû¸Ô,"
375,Á¼¾Æ¼­ ±¸»ç °¡´ÉÇÑ Ã¼À§¿¡ ÇÑ°è°¡ ÀÖÀ» ÅÙµ¥,2,"['Á¼', '¾î¼­', '±¸»ç', '°¡´É', 'ÇÏ', '?', 'Ã¼À§', '¿¡', 'ÇÑ°è', '°¡', 'ÀÖ', 'À»', 'ÅÍ', 'ÀÌ', '?µ¥']","Ã¼À§,"
376,µ·¸¸ ¸¹À¸¸é º¸´óÀÌµéÀº ½ÃÃ¼ ¾Õ¿¡µµ ÁÙ ¼³°É.,2,"['µ·', '¸¸', '¸¹', 'À¸¸é', 'º¸´óÀÌ', 'µé', 'Àº', '½ÃÃ¼', '¾Õ', '¿¡', 'µµ', 'ÁÙ', '¼­', '?°É', '.']","º¸´óÀÌ,"
377,¿¬¼ÓÀÛÀ¸·Î È­Àå½Ç ¿¬¼â »ðÀÔ¸¶µµ ÀÖ´Ù,2,"['¿¬¼Ó', 'ÀÛ', 'À¸·Î', 'È­Àå½Ç', '¿¬¼â', '»ðÀÔ', '¸¶', 'µµ', 'ÀÖ', '´Ù']","»ðÀÔ,"
378,±Ùµ¥ ³ªÇÑÅ× ÇÑ¹ø¸¸ ´ëÁÖ¸é ¾ÈµÊ?,2,"['±Ùµ¥', '³ª', 'ÇÑÅ×', 'ÇÑ', '¹ø', '¸¸', '´ë', '¾î', 'ÁÖ', '¸é', '¾È', 'µÇ', '?', '?']","´ëÁÖ¸é,"
379,³Ê³× ¾ö¸¶ µ¹¸²»§ ´çÇÏ¸é¼­ Çæ¶±°Å¸®°í ÀÖ´øµ¥?,2,"['³Ê', '³×', '¾ö¸¶', 'µ¹¸²', '»§', '´çÇÏ', '¸é¼­', 'Çæ¶±°Å¸®', '°í', 'ÀÖ', '´øµ¥', '?']","Çæ¶±°Å¸®,"
380,¿¨? ¶±Á¤ ¸ø ÀØ¾ú³ª,2,"['¿¨', '?', '¶±', 'Á¤', '¸ø', 'ÀØ', '¾ú', '³ª']","¶±,Á¤,¶±Á¤,"
381,»ö±òÀÌ ¹º »ó°üÀÌ³Ä. °è¼Ó ºñºñ¸é¼­ ¸Ô¾î¾ß µÇ´Âµ¥ ÃË°¨ÀÌ Áß¿äÇÏÁö.,2,"['»ö±ò', 'ÀÌ', '¹º', '»ó°ü', 'ÀÌ', '³Ä', '.', '°è¼Ó', 'ºñºñ', '¸é¼­', '¸Ô', '¾î¾ß', 'µÇ', '´Â', 'µ¥', 'ÃË°¨', 'ÀÌ', 'Áß¿ä', 'ÇÏ', 'Áö', '.']","ºñºñ,"
382,¿©ÀÚµé µ¹ÇÉ ÆÒÃ÷ ÀÔ´Â°Å °³ÁÁ´Ù Á¶°³ Åö Æ¢¾î ³ª¿È ¤»¤» °³²Ü,2,"['¿©ÀÚ', 'µé', 'µ¹ÇÉ', 'ÆÒÃ÷', 'ÀÔ', '´Â', '°Å', '°³', 'ÁÁ', '´Ù', 'Á¶°³', 'Åö', 'Æ¢', '¾î', '³ª¿À', '?', '¤»¤»', '°³²Ü']","Á¶°³,Åö,Æ¢,"
383,³­ µî»êÇÒ¶§ ·¹±ë½º °³ ÁÁ´õ¶ó »§µð¶û ´Ù Àßº¸ÀÓ,2,"['³ª', '?', 'µî»ê', 'ÇÏ', '?', '¶§', '·¹±ë½º', '°³', 'ÁÁ', '´õ¶ó', '»§µð', '¶û', '´Ù', 'Àß', 'º¸ÀÌ', '?']","»§µð,"
384,¾î¸Ó´Ï°¡ ¼ö³à³Ä ”IÁö ²¿¸Å³õ°í ¼ö¾çÇÏ°Ô,2,"['¾î¸Ó´Ï', '°¡', '¼ö³à³Ä', '”IÁö', '²¿¸Å', '¾î', '³õ', '°í', '¼ö¾ç', 'ÇÏ', '°Ô']","”IÁö,"
385,¾ß Á¦ÀÏ ´õ·¯¿î ÇàÁÖ”IÁö°¡ µÇ°í½ÍÀº°Ô ÇÑ±¹¿©ÀÚµéÀÌ´Ù ¾Ë°Ù³Ä,2,"['¾ß', 'Á¦ÀÏ', '´õ·´', 'Àº', 'ÇàÁÖ”IÁö', '°¡', 'µÇ', '°í', '½Í', 'Àº', '°Í', 'ÀÌ', 'ÇÑ±¹', '¿©ÀÚ', 'µé', 'ÀÌ', '´Ù', '¾Ë', '°Ù', '³Ä']","ÇàÁÖ”IÁö,"
386,¿ì¸® ¼Ó±ÃÇÕÀº ÃÖ°íÀÎµ¥ ±×·±°Ô ÇÊ¿äÇØ??,2,"['¿ì¸®', '¼Ó±ÃÇÕ', 'Àº', 'ÃÖ°í', 'ÀÌ', '?µ¥', '±×·±', '°Í', 'ÀÌ', 'ÇÊ¿ä', 'ÇÏ', '¾î', '??']","¼Ó±ÃÇÕ,"
387,¿äÁò ±èÄ¡·ÃµéÀº °³¹æÀûÀÎ°Å¶û Ãµ¹ÚÇÑ°Å¸¦ ±¸ºÐ ¸øÇÏ´øµ¥¤»¤» ¾ß½º °ü·Ã ¾ê±â ¤¸¤¤ ÇÏ´Âµ¥ °³ Ãµ¹ÚÇÔ,2,"['¿äÁò', '±èÄ¡', '·Ã', 'µé', 'Àº', '°³¹æ', 'Àû', 'ÀÌ', '?', '°Å', '¶û', 'Ãµ¹Ú', 'ÇÏ', '?', '°Å', '¸¦', '±¸ºÐ', '¸ø', 'ÇÏ', '´øµ¥', '¤»¤»', '¾ß½º', '°ü·Ã', '¾ê±â', '¤¸¤¤', 'ÇÏ', '´Â', 'µ¥', '°³', 'Ãµ¹Ú', 'ÇÏ', '?']","Ãµ¹Ú,¾ß½º,"
388,Á¤µµ°¡ ÀÖÁö¤»¤» ±×·± ¸» ÇÏ¸é ÀÚ±â°¡ À¯ÄèÇØº¸ÀÌ°í ÄðÇØº¸ÀÌ³ª ? ±×³É ±Û·¹°°À½,2,"['Á¤µµ', '°¡', 'ÀÖ', 'Áö', '¤»¤»', '±×·¸', '?', '¸»', 'ÇÏ', '¸é', 'ÀÚ±â', '°¡', 'À¯Äè', 'ÇÏ', '¾î', 'º¸ÀÌ', '°í', 'ÄðÇÏ', '¾î', 'º¸ÀÌ', '³ª', '?', '±×³É', '±Û·¹', '°°', 'À½']","±Û·¹,"
389,´Ï µþ³â µû¸Ô¾îÁÙ±î? ³Ê¶û °°ÀÌ ÇØÁà? ¶Ç ¾¾ºÎ·ÁºÁ,2,"['´Ï', 'µþ³â', 'µû¸Ô', '¾î', 'ÁÖ', '?±î', '?', '³Ê', '¶û', '°°ÀÌ', 'ÇÏ', '¾î', 'ÁÖ', '¾î', '?', '¶Ç', '¾¾ºÎ¸®', '¾î', 'º¸', '¾î']","µû¸Ô,"
390,¾Æ´Ï ´Ï ¿©Ä£ À¯ÇÐ°¡´Â°Å ±â´Ù·ÁÁØ´Ù¸ç ... ±Ùµ¥ À¯ÇÐ°¡¸é ¹éÆÛ ¾çÅ°µéÀÌ¶û ±¼·¯¸ÔÀ» °Å ¾Æ³Ä,2,"['¾Æ´Ï', '´Ï', '¿©Ä£', 'À¯ÇÐ', '°¡', '´Â', '°Å', '±â´Ù¸®', '¾î', 'ÁÖ', '?´Ù¸ç', '...', '±Ùµ¥', 'À¯ÇÐ', '°¡', '¸é', '¹é', 'Çª', '¾î', '¾çÅ°', 'µé', 'ÀÌ¶û', '±¼·¯¸Ô', 'À»', '°Å', '¾Ë', '³Ä']","±¼·¯¸Ô,"
391,È¤½Ã ¾Ë¾Æ? µÚ¿¡¼­ ¼º»ó³³ ÇßÀ»Áö ¤»,2,"['È¤½Ã', '¾Ë', '¾î', '?', 'µÚ', '¿¡¼­', '¼º', '»ó³³', 'ÇÏ', '¾ú', 'À»Áö', '¤»']","¼º»ó³³,"
392,±×·¡¼­ ¸ÛÃ»ÇÑ ½ÅÀÔ»ýµé ¸Ç³¯ µû¸Ô°í ´Ù´ÏÀÝ¾Æ ¤»,2,"['±×·¡¼­', '¸ÛÃ»ÇÏ', '?', '½ÅÀÔ', '»ý', 'µé', '¸Ç³¯', 'µû¸Ô', '°í', '´Ù´Ï', 'ÀÝ¾Æ', '¤»']","µû¸Ô,"
393,À÷ ¿ÖÄÉ ¾ß¸©ÇÏ°Ô »ý°å¾î? ²Ã¸®³×,2,"['À÷', '¿Ö', 'ÇÏ', '°Ô', '¾ß¸©', 'ÇÏ', '°Ô', '»ý±â', '¾ú', '¾î', '?', '²Ã¸®', '³×']","¾ß¸©,"
394,Ç®¹ßÇÏ´Â°Å º¸¼Ò ³ú±îÁö ½â¾î¼­ ³²Àº°Ç °¡¿À»Ó?,2,"['Ç®', '¹ßÇÏ', '´Â', '°Å', 'º¸', '¼Ò', '³ú', '±îÁö', '½â', '¾î¼­', '³²', 'Àº', '°Å', '?', '°¡¿À', '»Ó', '?']","Ç®,¹ßÇÏ,"
395,´Ï µ¿»ý °¡½¿ Å©´õ¶ó av¹è¿ì ÇÑ¹ø ÇØº¸¶ó ±×·¡,2,"['´Ï', 'µ¿»ý', '°¡½¿', 'Å©', '´õ¶ó', 'av', '¹è¿ì', 'ÇÑ', '¹ø', 'ÇÏ', '¾î', 'º¸', '¶ó', '±×·¸', '¾î']","°¡½¿,av,"
396,¾ß ÁøÂ¥ °íµù ºäÁö ¾Õ¿¡ µÎ°í ¸ø ¸ÔÀ¸¸é ¾ßÃß ¶¼¶ó¤»¤»,2,"['¾ß', 'ÁøÂ¥', '°íµù', 'ºäÁö', '¾Õ', '¿¡', 'µÎ', '°í', '¸ø', '¸Ô', 'À¸¸é', '¾ßÃß', '¶¼¶ó', '¤»¤»']","ºäÁö,¾ßÃß,"
397,ÀÌÁ¦ º¸´Ï µÑÀÌ ÁúÆÝÇÏ°Ô µß±¼¾ú³ª º¸³×.,2,"['ÀÌÁ¦', 'º¸', '´Ï', 'µÑ', 'ÀÌ', 'ÁúÆÝ', 'ÇÏ', '°Ô', 'µß±¼', '¾ú', '³ª', 'º¸', '³×', '.']","ÁúÆÝ,"
398,¿©ÀÚ ÀÌÈ¥³à ÁÖÁ¦¿¡ Çã¸®³î·Á ÃÑ°¢Àâ±â ´ëÀÛÀü ½ÇÆÐ ¾Æ´Ï³Ä?,2,"['¿©ÀÚ', 'ÀÌÈ¥³à', 'ÁÖÁ¦', '¿¡', 'Çã¸®', '³î¸®', '¾î', 'ÃÑ°¢', 'Àâ±â', '´ë', 'ÀÛÀü', '½ÇÆÐ', '¾Æ´Ï', '³Ä', '?']","Çã¸®,³î¸®,³î·Á,"
399,Àú´Â ÁÖÀÎ´Ô ¹°¹ÞÀÌ ³ë¿¹ÀÔ´Ï´Ù ÇØºÁ,2,"['Àú', '´Â', 'ÁÖÀÎ', '´Ô', '¹°¹ÞÀÌ', '³ë¿¹', 'ÀÌ', '?´Ï´Ù', 'ÇÏ', '¾î', 'º¸', '¾î']","¹°¹ÞÀÌ,"
400,ÀÏºÎ ÆäÆ¼½Ã ¸¶´Ï¾Æ º¯ÅÂµé °Ü³ÉÇÑ µí,2,"['ÀÏºÎ', 'ÆäÆ¼½Ã', '¸¶´Ï¾Æ', 'º¯ÅÂ', 'µé', '°Ü³É', 'ÇÏ', '?', 'µí']","ÆäÆ¼½Ã,º¯ÅÂ,"
401,°ÂµéÀÌ  ½ºÅ¸Å· Âõ¾îÁø °Å º¸¸é ´« µ¹¾Æ°¡¼­ µ· ¾²ÀÝ¾Æ,2,"['°Â', 'µé', 'ÀÌ', '½ºÅ¸Å·', 'Âõ¾îÁö', '?', '°Å', 'º¸', '¸é', '´«', 'µ¹¾Æ°¡', '¾î¼­', 'µ·', '¾²', 'ÀÝ¾Æ']","Âõ¾îÁö,"
402,·¹±ë½º ÀÔÀº ¾Öµé º¸¸¸Æ¢ÇÏ°í ½Í´Ù,2,"['·¹±ë½º', 'ÀÔ', 'Àº', '¾Ö', 'µé', 'º¸¸¸Æ¢', 'ÇÏ', '°í', '½Í', '´Ù']","º¸¸¸Æ¢,"
403,´Ï ¾î¸Ó´Ï Á¶°³¿¡ ´Ï ¾Æ·¡¿¡ ÀÖ´Â °É ³Ö¾î´Ù°¡ »°´Ù°¡ ¹Ýº¹ÇÏ¸é ´À³¥ ¼ö ÀÖ¾î,2,"['´Ï', '¾î¸Ó´Ï', 'Á¶°³', '¿¡', '´Ï', '¾Æ·¡', '¿¡', 'ÀÖ', '´Â', '°Å', '?', '³Ö', '¾î', '´Ù±×', '¾î', '»©', '¾ú', '´Ù°¡', '¹Ýº¹', 'ÇÏ', '¸é', '´À³¢', '?', '¼ö', 'ÀÖ', '¾î']","³Ö,»©,"
404,³ª ¶Õ¸®´Â ¾È¸¶¹æ ÀÖ´ÙÇØ¼­ °Å±â°¡¼­ ÇÔ¶ßÇÏ°Ô ¤»,2,"['³ª', '¶Õ¸®', '´Â', '¾È', '¸¶¹æ', 'ÀÖ', '´Ù', 'ÇÏ', '¾î¼­', '°Å±â', '°¡', '¾î¼­', 'ÇÔ¶ß', 'ÇÏ', '°Ô', '¤»']","ÇÔ¶ß,"
405,¿Í ¾È¸¶¹æµµ µÇ¸é ... ¿ÀÇÇµµ °ÇÀü¾÷¼ÒÀÎÃ´ µî·ÏÇØÁÖ¸é ¾ÈµÇ³Ä?,2,"['¿Í', '¾È', '¸¶¹æ', 'µµ', 'µÇ', '¸é', '...', '¿ÀÇÇ', 'µµ', '°ÇÀü', '¾÷¼Ò', 'ÀÎÃ´', 'µî·Ï', 'ÇÏ', '¾î', 'ÁÖ', '¸é', '¾È', 'µÇ', '³Ä', '?']","¾÷¼Ò,"
406,´ç¿¬ÇÏÁö ³ª °°¾Æµµ ¸ÅÀÏ Àú³á¸¶´Ù ÈÄ±Ãµé ÇÑ¸í¾¿ µû¸Ô°Ú´Ù,2,"['´ç¿¬', 'ÇÏ', 'Áö', '³ª', '°°', '¾îµµ', '¸ÅÀÏ', 'Àú³á', '¸¶´Ù', 'ÈÄ±Ã', 'µé', 'ÇÑ', '¸í', '¾¿', 'µû', '¾î', '¸Ô', '°Ú', '´Ù']","ÈÄ±Ã,µû,"
407,Àú·± °ÅÀûµ¥±âµéµµ ¸Ô¹öÇÒ·Á´Â ³ðÀÌÀÖ³ë?,2,"['Àú·±', '°ÅÀûµ¥±â', 'µé', 'µµ', '¸Ô¹ö', 'ÇÏ', '?·Á´Â', '³ð', 'ÀÌ', 'ÀÖ', '³ë', '?']","¸Ô¹ö,"
408,Àü¿©Ä£ »çÁø º¸´Ï±î °³²Ã¸².,2,"['Àü', '¿©Ä£', '»çÁø', 'º¸', '´Ï±î', '°³', '²Ã¸®', '?', '.']","²Ã¸®,"
409,³¿Á®µéÀº ¿©ÀÚ¶ó¸é ÇÒ¸Åµéµµ ÁÁ´Ù°í ¹Ú¾Æ³ÖÁö?,2,"['³¿Á®', 'µé', 'Àº', '¿©ÀÚ', 'ÀÌ', '¶ó¸é', 'ÇÒ¸Å', 'µé', 'µµ', 'ÁÁ', '´Ù°í', '¹Ú', '¾î', '³Ö', 'Áö', '?']","¹Ú,¹Ú¾Æ³Ö,"
410,±×³É ³ÖÀ» °÷¸¸ ÀÖÀ¸¸é ÁÁ´Ù°í Çã¸® Èçµéµí,2,"['±×³É', '³Ö', 'À»', '°÷', '¸¸', 'ÀÖ', 'À¸¸é', 'ÁÁ', '´Ù°í', 'Çã¸®', 'Èçµé', '?', 'µí']","³Ö,Èçµé,"
411,¼ÒÃß¶ó¼­ ¹¹µç ¿ÀÄÉÀÌÁö ¹¹,2,"['¼ÒÃß', 'ÀÌ', '¶ó¼­', '¹¹', 'µç', '¿ÀÄÉÀÌ', 'ÀÌ', 'Áö', '¹¹']","¼ÒÃß,"
412,¿Í Àú ¿©ÀÚ °¡½¿ ºÁ,2,"['¿Í', 'Àú', '¿©ÀÚ', '°¡½¿', 'º¸', '¾î']","°¡½¿,"
413,¿ÏÀü ÁÖ¹«¸£°í ½Í°Ô »ý°å³×,2,"['¤»¤»¤»', '¿ÏÀü', 'ÁÖ¹«¸£', '°í', '½Í', '°Ô', '»ý±â', '¾ú', '³×']","ÁÖ¹«¸£,"
414,Àú·± °¡½¿Àº ÇÑ¹ø ¸¸Á®º¸´Â°Ô ¿¹ÀÇ¶ó´Ï±î,2,"['¤©¤·', 'Àú·¸', 'Àº', '°¡½¿', 'Àº', 'ÇÑ', '¹ø', '¸¸Áö', '¾î', 'º¸', '´Â', '°Í', 'ÀÌ', '¿¹ÀÇ', '¶ó´Ï±î']","¸¸Áö,¸¸Á®,"
415,¹ßÁ¤³­ ¾ÏÄ³°°Àº ³ª¸¦ °¨´çÇÒ ÀÚ½Å ÀÖ¾î?,2,"['¹ßÁ¤', '³ª', '?', '¾ÏÄ³', '°°', 'Àº', '³ª', '¸¦', '°¨´ç', 'ÇÏ', '?', 'ÀÚ½Å', 'ÀÖ', '¾î', '?']","¹ßÁ¤,¾ÏÄ³,"
