,0,1,2,
778,±×·¯°Ô Æò¼Ò¿¡ ÇÏ¸é µÇ´Âµ¥ ³×°¡ ¸Ç³¯ ¹Ð·Á³õÀ¸´Ï±î ±×Áê¶öÀÌÁö,1,"['±×·¯', '°Ô', 'Æò¼Ò', '¿¡', 'ÇÏ', '¸é', 'µÇ', '´Â', 'µ¥', '³Ê', '°¡', '¸Ç³¯', '¹Ð¸®', '¾î', '³õ', 'À¸´Ï±î', '±×Áê¶ö', 'ÀÌ', 'Áö']","Áê¶ö,"
779,±×·¯´Ï±î ±×¶§±×¶§ ÇÏ¶ó°í ¹Ð·Á³õ°í ¿Ö Èûµé´Ù Áê¶öÀÌ³Ä°í;; °üÁ¾ÀÓ??,1,"['±×·¯´Ï±î', '±×¶§±×¶§', 'ÇÏ', '¶ó°í', '¹Ð¸®', '¾î', '³õ', '°í', '¿Ö', 'Èûµé', '´Ù', 'Áê¶ö', 'ÀÌ', '³Ä°í', ';;', '°ü', 'Á¾', 'ÀÌ', '?', '??']","Áê¶ö,°üÁ¾,"
780,³Ê ÂÊ¹Ù¸®Áö? ÀÌ°Ô ¾îµð ³²ÀÇ ³ª¶ó¿Í¼­ ¼³ÃÄ,1,"['³Ê', 'ÂÊ¹Ù¸®', 'ÀÌ', 'Áö', '?', 'ÀÌ°Í', 'ÀÌ', '¾îµð', '³²', 'ÀÇ', '³ª¶ó', '¿À', '¾î¼­', '¼³Ä¡', '¾î']","ÂÊ¹Ù¸®,"
781,³Í ¾î¶»°Ô Á¦´ë·Î ÇÏ´Â°Ô ÇÏ³ªµµ ¾ø¾î? ÁøÂ¥ °³ ºÎ¿õ½Å°°³×.,1,"['³Ê', '?', '¾î¶»', '°Ô', 'Á¦´ë·Î', 'ÇÏ', '´Â', '°Í', 'ÀÌ', 'ÇÏ³ª', 'µµ', '¾ø', '¾î', '?', 'ÁøÂ¥', '°³', 'ºÎ¿õ', '½Å', '°°', '³×', '.']","ºÎ¿õ,½Å,ºØ½Å,"
782,¾Æ ¹º »ó°üÀÎµ¥ ´õ·´°Ô ½Ãºñ ÃÄ °Å³×,1,"['¾Æ', '¹º', '»ó°ü', 'ÀÌ', '?µ¥', '´õ·´', '°Ô', '½Ãºñ', 'Ä¡', '¾î', '°É', '³×']","´õ·´,½Ãºñ,Ä¡,¾î,ÃÄ,"
783,¹¹? ¸»ÇÏ´Â »ç°¡Áö ºÁ¶ó ¾ÆÀÌ°í ³»°¡ Áü½Â½ÃÅ°¸¦ ³º¾Ò³×,1,"['¹¹', '?', '¸»', 'ÇÏ', '´Â', '»ç', '°¡Áö', 'º¸', '¾î¶ó', '¾ÆÀÌ°í', '³ª', '°¡', 'Áü½Â', '½Ã', '/', 'Å°', '¸¦', '³º', '¾ú', '³×']","»ç,°¡Áö,Áü½Â,½ÃÅ°"
784,°³¸ÂÀ»·¡? ¸» ÇÔºÎ·Î ÇÏÁö¸¶.,1,"['°³', '¸Â', 'À»·¡', '?', '¸»', 'ÇÔºÎ·Î', 'ÇÏ', 'Áö', '¸»', '¾î', '.']","°³,¸Â,"
785,°øºÎ ¸øÇÏ´Â »õÄûµéÀÌ ²À ´õ ¿¹¹ÎÇÏ°Ô ±¼¾î¿ä,1,"['°øºÎ', '¸ø', 'ÇÏ', '´Â', '»õÄû', 'µé', 'ÀÌ', '²À', '´õ', '¿¹¹Î', 'ÇÏ', '°Ô', '±¼', '¾î¿ä']","»õÄû,"
786,¿äÁò ¾Ö»û±âµéÀº ³² ½Å°æÀ» ÇÏ³ªµµ ¾È¾²³×,1,"['¿äÁò', '¾Ö»û±â', 'µé', 'Àº', '³²', '½Å°æ', 'À»', 'ÇÏ³ª', 'µµ', '¾È', '¾²', '³×']","¾Ö»û±â,"
787,³­ ´Ù½Ã°¡¸é ÈÄÀÓµé ´õ  à»±ÀÌÄ¡°Ô ÇÒ°Å¾ß,1,"['³ª', '?', '´Ù½Ã', '°¡', '¸é', 'ÈÄÀÓ', 'µé', '´õ', ' à»±ÀÌÄ¡°Ô', 'ÇÏ', '?°Å¾ß']"," à–RÀÌÄ¡°Ô,¡»±ÀÌ,"
788,³Ê°°Àº ¼±ÀÓ ÁøÂ¥ ½´·çÅº¸ÔÀÌ°í ½Í¾ú´Âµ¥,1,"['³Ê', '°°', 'Àº', '¼±ÀÓ', 'ÁøÂ¥', '½´·çÅº', '¸ÔÀÌ', '°í', '½Í', '¾ú', '´Âµ¥']","½´·çÅº,"
789,´ë¹ÚÀÌ´Ù ±×·± °Å ÇÏ´Â ·Ãµé Áø½É ÀÌÇØ ¾È °¨;,1,"['´ë', '¹Ú', 'ÀÌ', '´Ù', '±×·±', '°Å', 'ÇÏ', '´Â', '·Ã', 'µé', 'Áø½É', 'ÀÌÇØ', '¾È', '°¡', '?', ';']","·Ã,"
790,´Ï Âõ¾î Á×¿©¼­ ½ÃÃ¼À§¿¡ À¯µµ¼± ±×·ÁÁÙ±î?,1,"['´Ï', 'Âõ', '¾î', 'Á×ÀÌ', '¾î¼­', '½ÃÃ¼', 'À§', '¿¡', 'À¯µµ', '¼±', '±×¸®', '¾î', 'ÁÖ', '?±î', '?']","Âõ,Á×ÀÌ,½ÃÃ¼,"
791,°³³ë¹«½Ãº£¸®¾Æ.±×·±½ÄÀ¸·Î ³ª¿À¸é ³ªµµ »ý°¢ ÀÖÁö?,1,"['°³³ë¹«', '½Ãº£¸®¾Æ', '.', '±×·±', '½Ä', 'À¸·Î', '³ª¿À', '¸é', '³ª', 'µµ', '»ý°¢', 'ÀÖ', 'Áö', '?']","°³³ë¹«,½Ãº£¸®¾Æ,"
792,¾Æ¿À ¶Ç »ìº» ¸¶·Æ°Ô ÇÏ³×,1,"['¾Æ¿À', '¶Ç', '»ì', 'º»', '¸¶·Æ', '°Ô', 'ÇÏ', '³×']","»ì,º»,"
793,ÀÀ ¤Ð ±× »öÈñ´Â ¸Ó°¡¸® ¿ìµ¿»ç¸®¶ó¼­ ±×·±°Å ¾È Ã¬°ÜÁÜ;,1,"['ÀÀ', '¤Ð', '±×', '»öÈñ', '´Â', '¸Ó°¡¸®', '¿ìµ¿', '»ç¸®', 'ÀÌ', '¶ó¼­', '±×·±', '°Å', '¾È', 'Ã¬±â', '¾î', 'ÁÖ', '?', ';']","»öÈñ,¸Ó°¡¸®,¿ìµ¿,»ç¸®,"
794,±×·¯´Â ±×ÂÊÀº ³ªÀÌ¸¦ µÞ²Ù³çÀ¸·Î µå¼Ì³ª.,1,"['±×·¯', '´Â', '±×ÂÊ', 'Àº', '³ªÀÌ', '¸¦', 'µÞ²Ù³ç', 'À¸·Î', 'µé', '½Ã', '¾ú', '³ª', '.']","µÞ²Ù³ç,"
795,Àß¸øÇÑ ³ð ¹ú ¹ÞÀÚ´Âµ¥ ÇÙ½É ¹þ¾î³ª¼­ ¶Ç ¼öÀÛÁúÀÌ³× Á» Â¥Á®¶ó,1,"['Àß¸ø', 'ÇÏ', '?', '³ð', '¹ú', '¹Þ', 'ÀÚ´Â', 'µ¥', 'ÇÙ½É', '¹þ¾î³ª', '¾î¼­', '¶Ç', '¼öÀÛ', 'Áú', 'ÀÌ', '³×', 'Á»', 'Â¥', '¾î', 'Áö', '¾î¶ó']","¼öÀÛ,Áú,Â¥Á®,"
796,¼±ÀÓÀÌ Â«ÁúÇÏ´Â °Å Á×¿©¹ö¸®°í ½Í¾î,1,"['¼±ÀÓ', 'ÀÌ', 'Â¥', '?', 'Áú', 'ÇÏ', '´Â', '°Å', 'Á×ÀÌ', '¾î', '¹ö¸®', '°í', '½Í', '¾î']","Â¥,Â«,Áú,"
797,¹üÁËÀÚ »õ³¢µéÀÌ ¹¹¶ó°í ¹äÀ» Àú·¸°Ô ÁÁÀº°É ÁÖ³Ä? ±ºÀÎÀÌ³ª Àß Ã¬±âÁö,1,"['¹üÁËÀÚ', '»õ', '77', '¤Ó', 'µé', 'ÀÌ', '¹¹', 'ÀÌ', '¶ó°í', '¹ä', 'À»', 'Àú·¸', '°Ô', 'ÁÁ', 'Àº', '°Å', '?', 'ÁÖ', '³Ä', '?', '±ºÀÎ', 'ÀÌ³ª', 'Àß', 'Ã¬±â', 'Áö']","¹üÁËÀÚ,»õ³¢,"
798,Àú·¸°Ô ¾È ÇØÁÖ¸é ÀÎ±Ç´ÜÃ¼¿¡¼­ °³Áã·²À»ÇÏ°Åµç ¤»¤»,1,"['Àú·¸', '°Ô', '¾È', 'ÇÏ', '¾î', 'ÁÖ', '¸é', 'ÀÎ±Ç', '´ÜÃ¼', '¿¡¼­', '°³Áã·²', 'À»', 'ÇÏ', '°Åµç', '¤»¤»']","°³Áã·²,"
799,ºÒ½ÖÇÑ ÇÒ¸Ó´Ïµé ¾Þ¹úÀÌ ½ÃÄÑ¼­ ¿ä°¡ÇÐ¿øºñ? Àú°Ç »êÃ¤·Î °¥¾Æ Á×¿©¾ß µÈ´Ù.,1,"['ºÒ½Ö', 'ÇÏ', '?', 'ÇÒ¸Ó´Ï', 'µé', '¾Þ¹úÀÌ', '½ÃÅ°', '¾î¼­', '¿ä°¡', 'ÇÐ¿øºñ', '?', 'Àú°Å', '?', '»êÃ¤', '·Î', '°¥', '¾î', 'Á×ÀÌ', '¾î¾ß', 'µÇ', '?´Ù', '.']","¾Þ¹úÀÌ,»êÃ¤,Á×ÀÌ,"
800,Àú°Å ¸ñ µû·¯ ´©°¡ ÀÚ°´´ÜÀÌ¶óµµ ¸¸µé¾î¾ß µÇ´Â °Å ¾Æ´Ï³Ä?,1,"['Àú°Å', '¸ñ', 'µû', '·¯', '´©±¸', '°¡', 'ÀÚ°´', '´Ü', 'ÀÌ', '¶óµµ', '¸¸µé', '¾î¾ß', 'µÇ', '´Â', '°Å', '¾Æ´Ï', '³Ä', '?']","¸ñ,µû,ÀÚ°´,"
801,´Ô ÀÔ ²¿¸Å¹ö¸®±â Àü¿¡ Á¶¿ëÈ÷ Á» ÇÏ¼¼¿ä,1,"['´Ô', 'ÀÔ', '²¿¸Å', '¾î', '¹ö¸®', '±â', 'Àü', '¿¡', 'Á¶¿ëÈ÷', 'Á»', 'ÇÏ', '¼¼¿ä']","²¿¸Þ,¹ö¸®,"
802,OOÀ» Ã´»ìÇÏÀÚ!,1,"['OO', 'À»', 'Ã´', '»ì', 'ÇÏ', 'ÀÚ', '!']","Ã´,»ì,"
803,"¾ß, ¸í¿¹ »ìÀÎ ´çÇÏ°í ½Í³Ä?",1,"['¾ß', ',', '¸í¿¹', '»ìÀÎ', '´çÇÏ', '°í', '½Í', '³Ä', '?']","»ìÀÎ,"
804,"°¡¹®¿¡ ¸ÔÄ¥À» ÇØµµ ¾î´À Á¤µµÁö, ³Ê°¡ Á×°í ½Í¾î¼­ È¯ÀåÇß±¸³ª.",1,"['°¡¹®', '¿¡', '¸ÔÄ¥', 'À»', 'ÇÏ', '¾îµµ', '¾î´À', 'Á¤µµ', 'ÀÌ', 'Áö', ',', '³Ê', '°¡', 'Á×', '°í', '½Í', '¾î¼­', 'È¯Àå', 'ÇÏ', '¾ú', '±¸³ª', '.']","¸ÔÄ¥,È¯Àå,"
805,¸Ç³¯ °ÔÀÓ¸¸ ÇÏ´Â ´Ï °×Ã¢ÀÎ»ýÀÌ Âü ºÒ½ÖÇÏ´Ù,1,"['¸Ç³¯', '°ÔÀÓ', '¸¸', 'ÇÏ', '´Â', '´Ï', '°×Ã¢', 'ÀÎ»ý', 'ÀÌ', 'Âü', 'ºÒ½ÖÇÏ', '´Ù']","°×Ã¢,ºÒ½ÖÇÏ,"
806,¼º°øÀº ¹«½¼ ´Ï³× ºÎ¸ð´ÔÀÌ ºÒ½ÖÇÏ´Ù ÀÌ·±°Íµµ ÀÚ½ÄÀÌ¶ó°í µÞ ¹Ù¶óÁö ÇÏ´Â°Ô,1,"['¼º°ø', 'Àº', '¹«½¼', '´Ï', '³×', 'ºÎ¸ð', '´Ô', 'ÀÌ', 'ºÒ½ÖÇÏ', '´Ù', 'ÀÌ·±', '°Í', 'µµ', 'ÀÚ½Ä', 'ÀÌ', '¶ó°í', 'µÞ', '¹Ù¶óÁö', 'ÇÏ', '´Â', '°Í', 'ÀÌ']","ºÒ½ÖÇÏ,"
807,¾îÂ¼¶ó°í Á¿°°Àº Ã¶¹ÙÄû µþ¹èÃæ »õ³¢¾ß ¤»¤»,1,"['¾îÂ¼', '¶ó°í', '¤¸', '°°', 'Àº', 'Ã¶', '¹ÙÄû', 'µþ¹èÃæ', '¤µ¤¢', '¾ß', '¤»¤»']","Á¿,µþ¹èÃæ,»õ³¢,"
808,±â´Ù·Á¶ó ´«¾Ë Çú¹Ù´Ú ´Ù »Ì¾Æ¼­ ºÒ¿¡ ±¸¿ö ÁÙÅ×´Ï,1,"['±â´Ù¸®', '¾î¶ó', '´«¾Ë', 'Çú¹Ù´Ú', '´Ù', '»Ì', '¾î¼­', 'ºÒ', '¿¡', '±Á', '¾î', 'ÁÖ', '?', 'ÅÍ', 'ÀÌ', '´Ï']","´«¾Ë,Çú¹Ù´Ú,»Ì,"
809,±×·±°ÍµéÀº ¸Û¸ÛÀÌÀÚ½ÄÀ» Å°¿ì±â Àü¿¡ ÁöºÎÅÍ ÀÎ°£ÀÌ µÇ¾î¾ß µÈ´Ù´Ï±î,1,"['±×·±', '°Í', 'µé', 'Àº', '¸Û¸Û', 'ÀÌ', 'ÀÚ½Ä', 'À»', 'Å°¿ì', '±â', 'Àü', '¿¡', 'Áö', 'ºÎÅÍ', 'ÀÎ°£', 'ÀÌ', 'µÇ', '¾î¾ß', 'µÇ', '?´Ù´Ï±î']","ÀÚ½Ä,"
810,¾ß¤»¤» ÀÌ »çÁøºÁ¶ó ¾ó±¼ÀÌ Àã°°ÀÝ¾Æ Áý°¡¸é ¸ÞÁÖ°°Àº ¾Æ³»ÀÖ´Âµ¥ È¸»ç¿¡¼­¶óµµ ÀÌ»ÛÀÌ ºÁ¾ßÁö,1,"['¾ß', '¤»¤»', 'ÀÌ', '»çÁø', 'º¸', '¾î¶ó', '¾ó±¼', 'ÀÌ', 'Àã', '°°', 'Áö', '¾Ê', '¾î', 'Áý', '°¡', '¸é', '¸ÞÁÖ', '°°', 'Àº', '¾Æ³»', 'ÀÖ', '´Â', 'µ¥', 'È¸»ç', '¿¡¼­', '¶óµµ', 'ÀÌ»ÛÀÌ', 'º¸', '¾î¾ßÁö']","Àã,"
811,¾î Áß±¹¾î·Î œX¶óœX¶ó ¾¾ºÎ¸®´øµ¥ ¿ª°ã´õ¶ó,1,"['¾î', 'Áß±¹¾î', '·Î', 'œX¶óœX¶ó', '¾¾ºÎ¸®', '´øµ¥', '¿ª°ã', '´õ¶ó']","¾¾ºÎ¸®,¿ª°ã,"
812,Àú·± ¾Öµé Çö½Ç¿¡¼­ ¿Õµû´çÇØ¼­ ÀÚ»ìÇÒ ¾Öµé,1,"['Àú·±', '¾Ö', 'µé', 'Çö½Ç', '¿¡¼­', '¿Õµû', '´çÇÏ', '¾î¼­', 'ÀÚ»ì', 'ÇÏ', '?', '¾Ö', 'µé']","¿Õµû,ÀÚ»ì,"
813,¾Æ ÁøÂ¥ Æä¹Ìµé ´Ù º¸ÀâÂ° ½ÃÄÑ¹ö¸®°í ½Í³×,1,"['¾Æ', 'ÁøÂ¥', 'Æä¹Ì', 'µé', '´Ù', 'º¸ÀâÂ°', '½ÃÅ°', '¾î', '¹ö¸®', '°í', '½Í', '³×']","Æä¹Ì,º¸ÀâÂ°,"
814,±¦È÷ »ó³²ÀÚ ¸¸³ª¼­ ÃÄ¸Â°í »ìÁö ¸»°í,1,"['±¦È÷', '»ó³²ÀÚ', '¸¸³ª', '¾î¼­', 'Ä¡', '¾î', '¸Â', '°í', '»ì', 'Áö', '¸»', '°í']","Ä¡,¾î,¸Â,°í,"
815,Æ¯È÷ °ñ¹Ý¿¡ ¹®½ÅÇÑ ¿©ÀÚ? ÁøÂ¥ ÇÇÇØ¶ó ³ª»ç ºüÁø ³âµéÀÌ´Ï±î.,1,"['Æ¯È÷', '°ñ¹Ý', '¿¡', '¹®½Å', 'ÇÏ', '?', '¿©ÀÚ', '?', 'ÁøÂ¥', 'ÇÇÇÏ', '¾î¶ó', '³ª»ç', 'ºüÁö', '?', '³â', 'µé', 'ÀÌ', '´Ï±î', '.']","³ª»ç,ºüÁö,ºüÁø,"
816,¾Æ ÁøÂ¥ ³ë·¡µµ ´õ·´°Ô ¸øÇÏ´Â ÀÚ½ÄÀÌ ¿ÖÀÌ·¸°Ô ³ª´ë³Ä°í ³ª´ë±æ,1,"['¾Æ', 'ÁøÂ¥', '³ë·¡', 'µµ', '´õ·´', '°Ô', '¸øÇÏ', '´Â', 'ÀÚ½Ä', 'ÀÌ', '¿Ö', 'ÀÌ·¸°Ô', '³ª´ë', '³Ä°í', '³ª', '´ë±æ']","´õ·´,¸øÇÏ,ÀÚ½Ä,³ª´ë,"
817,¾ß ³»¸»ÀÌ ÁøÂ¥ °í¸·Æ÷±âÇÏ°í ½Í¾î °³¹ÎÆóÀÚ½Ä,1,"['¾ß', '³ª', 'ÀÇ', '¸»', 'ÀÌ', 'ÁøÂ¥', 'ÀÌ', '°í', '¸·', 'Æ÷±â', 'ÇÏ', '°í', '½Í', '¾î', '°³', '¹ÎÆó', 'ÀÚ½Ä']","¹ÎÆó,ÀÚ½Ä,"
818,À÷´Â ÀÎ»ýÀÌ ±×³É ³Í¾¾´«ÀÌ¾ß ÀÎ»ýÀÌ,1,"['À÷', '´Â', 'ÀÎ»ý', 'ÀÌ', '±×³É', '³Ê', '?', '¾¾´«', 'ÀÌ', '¾ß', 'ÀÎ»ý', 'ÀÌ']","³Í,¾¾´«,"
819,¸ÛÃ»ÇÑ ³âµéÀÌ ´Ù Æ¼³»¸é¼­ ¾Ë°ÔÇÏÁö,1,"['¸ÛÃ»', 'ÇÏ', '?', '³â', 'µé', 'ÀÌ', '´Ù', 'Æ¼', '³»', '¸é¼­', '¾Ë', '°Ô', 'ÇÏ', 'Áö']","¸ÛÃ»,³â,"
820,¶È°°ÀÌ ¸ñÀ» ºñÆ²¾î Á×¿©¹ö·Á¾ß °øÆòÇÏÁö ¾ÊÀ»±î?,1,"['¶È°°ÀÌ', '¸ñ', 'À»', 'ºñÆ²', '¾î', 'Á×ÀÌ', '¾î', '¹ö¸®', '¾î¾ß', '°øÆò', 'ÇÏ', 'Áö', '¾Ê', 'À»±î', '?']","ºñÆ²,Á×ÀÌ,¹ö¸®,"
821,³ª °°À¸¸é ³» ¸ö¿¡¼­ ±×·± ³¿»õ ³ª±â Àü¿¡ ÀÚ»ìÇÒ µí ¤»¤»,1,"['³ª', '°°', 'À¸¸é', '³ª', 'ÀÇ', '¸ö', '¿¡¼­', '±×·±', '³¿»õ', '³ª', '±â', 'Àü', '¿¡', 'ÀÚ»ì', 'ÇÏ', '?', 'µí', '¤»¤»']","³¿»õ,ÀÚ»ì,"
822,³Ê´Â °ÅÁö»ö±â ÁÖÁ¦¿¡ ³¢´Ï¸¶´Ù ½ÃÄÑ ¸Ô´Â °Ô ¸»ÀÌ µÅ?,1,"['³Ê', '´Â', '°ÅÁö', '»ö', '±â', 'ÁÖÁ¦', '¿¡', '³¢´Ï', '¸¶´Ù', '½ÃÅ°', '¾î', '¸Ô', '´Â', '°Í', 'ÀÌ', '¸»', 'ÀÌ', 'µÇ', '¾î', '?']","°ÅÁö,»ö,±â,"
823,°¡Á·µµ ³»´Ù¹ö¸° »õ±â °ÅµÖ¼­ Å°¿öÁá´õ´Ï ÀºÇý¸¦ ÀÌµý ½ÄÀ¸·Î °±¾Æ?,1,"['°¡Á·', 'µµ', '³»', '´Ù', '¹ö¸®', '?', '»õ', '±â', '°ÅµÎ', '¾î¼­', 'Å°¿ì', '¾î', 'ÁÖ', '¾ú', '´õ´Ï', 'ÀºÇý', '¸¦', 'ÀÌ', 'µý', '½Ä', 'À¸·Î', '°±', '¾î', '?']","»õ,±â,"
824,½ÃÃ» ¾Õ ±¤Àå¿¡ ²ø¾î³»¼­ ¸ð°¡Áö Âü¼ö¸¶·Æ´Ù ¤©¤·,1,"['½ÃÃ»', '¾Õ', '±¤Àå', '¿¡', '²ø¾î³»', '¾î¼­', '¸ð°¡Áö', 'Âü¼ö', '¸¶·Æ', '´Ù', '¤©¤·']","¸ð°¡Áö,Âü¼ö,"
825,¿ì»ê µµµÏ ¸Û ¿ô±â³× °ÅÁö ˜ÈÈ÷°¡ ÇÒ Áþ ¾ø¾î¼­ ³²ÀÇ °Í ÈÉÃÄ´Ù ¾²³ª,1,"['¿ì»ê', 'µµµÏ', '¸Û', '¿ô±â', '³×', '°ÅÁö', '˜ÈÈ÷', '°¡', 'ÇÏ', '?', 'Áþ', '¾ø', '¾î¼­', '³²', 'ÀÇ', '°Í', 'ÈÉÄ¡', '¾î´Ù', '¾²', '³ª']","°ÅÁö,˜ÈÈ÷,"
826,±×·± »öÈñ´Â »ç¶÷À» ±×·¸°Ô ¸ø ¹Ï¾î¼­ ¾îÂ¼³Ä? È¥ÀÚ »ìÀ¸¶ó ±×·¡ ¤»¤»,1,"['±×·±', '»öÈñ', '´Â', '»ç¶÷', 'À»', '±×·¸', '°Ô', '¸ø', '¹Ï', '¾î¼­', '¾îÂ¼', '³Ä', '?', 'È¥ÀÚ', '»ì', 'À¸¶ó', '±×·¸', '¾î', '¤»¤»']","˜ÈÈñ,"
827,¾ÖµéÀº ºÎ¸ð¸¦ Àâ¾Æ¾ß ÇÔ. Ä® µé°í Ã£¾Æ°¡¼­ ²ÝÀ¸¶ó°í ÇØ.,1,"['¾Ö', 'µé', 'Àº', 'ºÎ¸ð', '¸¦', 'Àâ', '¾î¾ß', 'ÇÏ', '?', '.', 'Ä®', 'µé', '°í', 'Ã£¾Æ°¡', '¾î¼­', '²Ý', 'À¸¶ó°í', 'ÇÏ', '¾î', '.']","Ä®,²Ý,"
828,"¼Ò³â¿ø¿¡ »çÇüÀå ¸¶·ÃÇØµÖ¶ó, ½Ï ´Ù ÃµÀå¿¡ ´Þ¾Æ¹ö¸±¶ó´Ï±î.",1,"['¼Ò³â¿ø', '¿¡', '»çÇü', 'Àå', '¸¶·Ã', 'ÇÏ', '¾î', 'µÎ', '¾î¶ó', ',', '½Ï', '´Ù', 'ÃµÀå', '¿¡', '´Þ', '¾î', '¹ö¸®', '?', '¶ó´Ï±î', '.']","¼Ò³â¿ø,»çÇü,´Þ,¾î,¹ö¸®,"
829,´Ù ´Ä¾îºüÁø ¿µ°¨ÅÊÀÌ°¡ ¾ÆÁÖ ¿©¿ì°°ÀºÀÚ½ÄÇÑÅ× ´çÇÑ°Ô ºÐ¸íÇÏ´Ù,1,"['´Ù', '´Ä', '¾î', 'ºüÁö', '?', '¿µ°¨ÅÊÀÌ', '°¡', '¾ÆÁÖ', '¿©¿ì', '°°', 'Àº', 'ÀÚ½Ä', 'ÇÑÅ×', '´çÇÏ', '?', '°Í', 'ÀÌ', 'ºÐ¸í', 'ÇÏ', '´Ù']","¿µ°¨ÅÊÀÌ,"
830,´Ï°¡ ¹«½¼ »ç¶÷ÀÌ³Ä ¾¾¹ß·Ã¾Æ ¤»¤» °Á ÀÚ»ìÀÌ³ª ÇØ¶ó,1,"['´Ï', '°¡', '¹«½¼', '»ç¶÷', 'ÀÌ', '³Ä', '¾¾', '-', '¹ß·Ã¾Æ', '¤»¤»', '°Á', 'ÀÚ»ì', 'ÀÌ³ª', 'ÇÏ', '¾î¶ó']","¾¾¹ß,·Ã¾Æ,ÀÚ»ì,"
831,¿Í ÁøÂ¥ ÀÎ¼º °³»¨¾Ò³× ¾²·¹±âµé ¾Æ´Ô?,1,"['¿Í', 'ÁøÂ¥', 'ÀÎ¼º', '°³', '»¨', '¾ú', '³×', '¾²·¹±â', 'µé', '¾Æ´Ï', '?', '?']","°³,»¨,¾²·¹±â,"
832,¾ÆÀÌ È£·©³â¾Æ ¼ÕÀÌ ¾ø³Ä ¹ßÀÌ¾ø³Ä,1,"['¾ÆÀÌ', 'È£·©³â¾Æ', '¼Õ', 'ÀÌ', '¾ø', '³Ä', '¹ß', 'ÀÌ', '¾ø', '³Ä']","È£·©³â¾Æ,"
833,°Å±â Æó±Þ ¾²·¹±â ¾ç¼º¼ÒÀÎµ¥ ¤»¤»,1,"['°Å±â', 'Æó±Þ', '¾²·¹±â', '¾ç¼º¼Ò', 'ÀÌ', '?µ¥', '¤»¤»']","Æó±Þ,¾²·¹±â,"
834,Á¤½Å¸Ó¸® ½â¾îºüÁø ±Þ½ÄÃæµé ¶§¹®¿¡ ±ÍÇÑ »ý¸íµµ ÀÒ°í.,1,"['Á¤½Å', '¸Ó¸®', '½â', '¾î', 'ºüÁö', '?', '±Þ½Ä', 'Ãæ', 'µé', '¶§¹®', '¿¡', '±ÍÇÏ', '?', '»ý¸í', 'µµ', 'ÀÒ', '°í', '.']","½â,ºüÁö,±Þ½Ä,Ãæ"
835,Àú·±°ÍµéÀº ¹ýÀû Ã³¹úÇÊ¿ä¾ø°í ±×³É ÀÔÀ» Âõ¾î¾ßÁö,1,"['Àú·±', '°Í', 'µé', 'Àº', '¹ý', 'Àû', 'Ã³¹ú', 'ÇÊ¿ä', '¾ø', '°í', '±×³É', 'ÀÔ', 'À»', 'Âõ', '¾î¾ßÁö']","Âõ,"
836,ºÎºÐÈ¯ºÒ¹Û¿¡ ¾È µÈ´Ù´Â Á÷¿ø »´ Á» ÃÄ¸Â¾Æ¾ß°Ú³×.,1,"['ºÎºÐ', 'È¯ºÒ', '¹Û¿¡', '¾È', 'µÇ', '?´Ù´Â', 'Á÷¿ø', '»´', 'Á»', 'Ä¡', '¾î', '¸Â', '¾î¾ß', '°Ú', '³×', '.']","»´,Ä¡,¾î,¸Â,"
837,¾Æ ÂôÂôÀÌ ˜ÈÈ÷ ¹¹°¡ ÁÁÀ½ ¿¹Àü¿¡ ¹æ¼Û ¾È ÇÏ´Ù´õ´Ï ¿Ö ³ª¿È?,1,"['¾Æ', 'ÂôÂô', 'ÀÌ', '˜ÈÈ÷', '¹¹', '°¡', 'ÁÁ', 'À½', '¿¹Àü', '¿¡', '¹æ¼Û', '¾È', 'ÇÏ', '´Ù´õ´Ï', '¿Ö', '³ª¿À', '?', '?']","ÂôÂô,˜ÈÈñ,"
838,º¸ÀÌ½ºÇÇ½Ì¹üµéÀº °É¸®¸é Çô¸¦ »Ì¾Æ¹ö·Á¾ßÇØ,1,"['º¸ÀÌ½ºÇÇ½Ì', '¹ü', 'µé', 'Àº', '°É¸®', '¸é', 'Çô', '¸¦', '»Ì', '¾î', '¹ö¸®', '¾î¾ß', 'ÇÏ', '¾î']","Çô,»Ì,¾î,¹ö¸®,"
839,±×³É ³Ê È­ÀåÇØ¼­ È¸Ä¥ÇÏ°í ´Ù´Ò°Ô.,1,"['±×³É', '³Ê', 'È­Àå', 'ÇÏ', '¾î¼­', 'È¸Ä¥', 'ÇÏ', '°í', '´Ù´Ï', '?°Ô', '.']","È¸Ä¥,"
840,¸ÆÁÖº´À¸·Î ¸Ó°¡¸® ÈÄ·ÁÄ¡°í ½Í³×.,1,"['¸ÆÁÖº´', 'À¸·Î', '¸Ó°¡¸®', 'ÈÄ·ÁÄ¡', '°í', '½Í', '³×', '.']","¸Ó°¡¸®,ÈÄ·ÁÄ¡,"
841,¾Ã¾î¸Ô¾îµµ ¸ðÀÚ¸¦ ÀÎ°£ÀÌ¿©,1,"['¾Ã', '¾î', '¸Ô', '¾îµµ', '¸ðÀÚ¸£', '?', 'ÀÎ°£', 'ÀÌ', '¿©']","¾Ã,¾î,¸Ô,¾îµµ,"
